rank,playerId,name,team,opponent,isHome,battingOrder,position,bats,lineupSource,gameStatus,pitcher,pitcherThrows,pitcherHr9,pitcherMixLabel,pHr,pHrRaw,xHr,expectedPa,confidence,confidenceBand,confidenceNotes,reasons,factor_batter,factor_pitcher,factor_park,factor_platoon,factor_weather,factor_form,parkHrFactor,parkAirLabel,season_hr,season_pa,season_slg,recent_hr,recent_pa,recent_games,barrelPct,evAvg,hardHitPct,xIso,pullPct
17,672386,Alejandro Kirk,TOR,BAL,False,2,C,R,official,preview,Shane Baz,R,0.78,,0.13132280695503304,0.13190533165278817,0.13921341352001887,2.948814187239987,0.97,stable,,,1,1,1,1,1,1,94,94 air · 69°F · in CF 9 · 60° dew · RHB,10,295,,,,,3.9,,,,
18,694212,Samuel Basallo,BAL,TOR,True,6,C,L,official,preview,Trey Yesavage,R,0.96,,0.13113961157238108,0.13171736183681038,0.13871822020223498,2.357529379611916,0.97,stable,,,1,1,1,1,1,1,106,106 air · 69°F · in CF 9 · 60° dew · LHB,18,397,,,,,12.1,,,,
19,668800,Andrew Knizner,SF,MIN,True,4,C,R,projected,preview,Zebby Matthews,R,1.65,,0.12742222203362594,0.13001705417846698,0.1370027407482109,2.71359856322961,0.42614035200000006,thin,,,1,1,1,1,1,1,78,78 air · 59° dew · RHB,2,68,,,,,6.1,,,,
20,693307,Dillon Dingler,DET,WSH,True,6,C,R,official,preview,DJ Herz,L,,,0.12406583203575836,0.1255396617423734,0.13189064169598233,2.4675594424706206,0.61692,fair,,,1,1,1,1,1,1,92,92 air · 61°F · cross RF 12 · 53° dew · RHB,27,590,,,,,9.9,,,,
21,605137,Josh Bell,MIN,SF,False,4,DH,S,projected,preview,Blade Tidwell,R,1.18,,0.12199024237923813,0.12315324215248646,0.1293975670100234,2.9557958849021984,0.65552438592,fair,,,1,1,1,1,1,1,78,78 air · 59° dew · switch,20,610,,,,,9.7,,,,
22,703520,Brett Bateman,TOR,BAL,False,1,CF,L,official,preview,Shane Baz,R,0.78,,0.12107413159421233,0.12138955557971132,0.12757341283030632,3.0155294403449635,0.97,stable,,,1,1,1,1,1,1,104,104 air · 69°F · in CF 9 · 60° dew · spray vs wall · LHB,2,170,,,,,1.7,,,,
23,665019,Kody Clemens,MIN,SF,False,3,2B,L,projected,preview,Blade Tidwell,R,1.18,,0.12040751735195669,0.12142913027833568,0.12753754804730733,3.0258384414164685,0.65552438592,fair,,,1,1,1,1,1,1,78,78 air · 59° dew · spray vs wall · LHB,26,561,,,,,11.3,,,,
24,694673,Abimelec Ortiz,WSH,DET,False,3,1B,L,official,preview,River Ryan,R,,,0.11893289885402729,0.12009936324066495,0.12606837395149798,2.691883028149768,0.5287679999999999,fair,,,1,1,1,1,1,1,99,99 air · 61°F · cross RF 12 · 53° dew · LHB,5,128,,,,,8,,,,
25,694376,Shay Whitcomb,SF,MIN,True,7,3B,R,projected,preview,Zebby Matthews,R,1.65,,0.11803887401565712,0.11895515150101088,0.12456468416470469,2.4563854292741967,0.60124529664,fair,,,1,1,1,1,1,1,78,78 air · 59° dew · RHB,4,108,,,,,12.2,,,,
26,687952,Christian Encarnacion-Strand,BAL,TOR,True,5,3B,R,official,preview,Trey Yesavage,R,0.96,,0.11591994023975226,0.116101035823442,0.12157295293287305,2.440876377881024,0.97,stable,,,1,1,1,1,1,1,94,94 air · 69°F · in CF 9 · 60° dew · RHB,10,198,,,,,14.7,,,,
27,679529,Spencer Torkelson,DET,WSH,True,7,1B,R,official,preview,DJ Herz,L,,,0.11512685834238819,0.11572788756403352,0.12102941861743532,2.3803224924842854,0.61692,fair,,,1,1,1,1,1,1,92,92 air · 61°F · cross RF 12 · 53° dew · RHB,24,590,,,,,12.2,,,,
28,664770,Nathan Lukes,TOR,BAL,False,3,RF,L,official,preview,Shane Baz,R,0.78,,0.11244990163491524,0.11254056116220967,0.11774723061247945,2.88209893413501,0.97,stable,,,1,1,1,1,1,1,104,104 air · 69°F · in CF 9 · 60° dew · spray vs wall · LHB,10,429,,,,,2.7,,,,
29,814154,Scott Bandura,SF,MIN,True,6,LF,L,projected,preview,Zebby Matthews,R,1.65,,0.11196085956463225,0.1124409055781298,0.11750114847967975,2.5464100261585916,0.3424608,thin,,,1,1,1,1,1,1,80,80 air · 59° dew · pull × porch · LHB,0,17,,,,,0,,,,
30,660688,Keibert Ruiz,WSH,DET,False,8,C,S,official,preview,River Ryan,R,,,0.11160976677122393,0.11186738752850922,0.11674013216420864,2.2930855424979506,0.61692,fair,,,1,1,1,1,1,1,97,97 air · 61°F · cross RF 12 · 53° dew · switch,10,341,,,,,4.9,,,,
31,686797,Brooks Lee,MIN,SF,False,2,3B,S,projected,preview,Blade Tidwell,R,1.18,,0.11071332581793085,0.11086894424095783,0.11594596742901422,3.0958809979307387,0.65552438592,fair,,,1,1,1,1,1,1,78,78 air · 59° dew · switch,23,605,,,,,4.1,,,,
32,687529,Grant McCray,SF,MIN,True,8,CF,L,projected,preview,Zebby Matthews,R,1.65,,0.10799235771035308,0.10788006978467002,0.11240226721748672,2.366360832389802,0.539436672,fair,,,1,1,1,1,1,1,78,78 air · 59° dew · LHB,2,89,,,,,11.8,,,,
33,691781,Brady House,WSH,DET,False,7,3B,R,official,preview,River Ryan,R,,,0.10767348729056013,0.10754677011850933,0.11210218959901153,2.3803224924842854,0.61692,fair,,,1,1,1,1,1,1,92,92 air · 61°F · cross RF 12 · 53° dew · RHB,10,336,,,,,10,,,,
34,695391,Brett Harris,SF,MIN,True,5,1B,R,projected,preview,Zebby Matthews,R,1.65,,0.10339105678638078,0.10252269962307226,0.10673142985972411,2.636434623042986,0.3630084480000001,thin,,,1,1,1,1,1,1,78,78 air · 59° dew · RHB,0,33,,,,,5.6,,,,
35,650402,Gleyber Torres,DET,WSH,True,1,2B,R,official,preview,DJ Herz,L,,,0.10215466705872382,0.10148909283886898,0.10569178821183481,2.8165072424159607,0.61692,fair,,,1,1,1,1,1,1,92,92 air · 61°F · cross RF 12 · 53° dew · RHB,8,411,,,,,6.2,,,,
36,681297,Colton Cowser,BAL,TOR,True,8,CF,L,official,preview,Trey Yesavage,R,0.96,,0.10111014930896833,0.10090527250435322,0.10483999346458336,2.1908353830736997,0.97,stable,,,1,1,1,1,1,1,106,106 air · 69°F · in CF 9 · 60° dew · LHB,13,378,,,,,9.7,,,,
37,668904,Royce Lewis,MIN,SF,False,6,1B,R,projected,preview,Blade Tidwell,R,1.18,,0.0996460168376496,0.09881297842321035,0.10267069098548667,2.7736852379650965,0.65552438592,fair,,,1,1,1,1,1,1,78,78 air · 59° dew · RHB,14,490,,,,,10.8,,,,
38,807726,John Peck,DET,WSH,True,9,SS,R,official,preview,DJ Herz,L,,,0.09745341303244269,0.0957018638489624,0.09917791248417387,2.212079803224925,0.37778400000000006,thin,,,1,1,1,1,1,1,92,92 air · 61°F · cross RF 12 · 53° dew · RHB,0,62,,,,,10.8,,,,
39,701162,Ben Malgeri,DET,WSH,True,5,RF,R,official,preview,DJ Herz,L,,,0.09585983607732872,0.09430925443075044,0.09781698506399908,2.554796392456956,0.5235839999999999,fair,,,1,1,1,1,1,1,92,92 air · 61°F · cross RF 12 · 53° dew · RHB,3,124,,,,,4.2,,,,
40,702176,Alan Roden,MIN,SF,False,5,RF,L,projected,preview,Blade Tidwell,R,1.18,,0.0940581876588717,0.09221927742026437,0.09557538720517697,2.8717448170850743,0.501263852544,thin,,,1,1,1,1,1,1,78,78 air · 59° dew · LHB,1,84,,,,,4.8,,,,
41,676480,José Barrero,BAL,TOR,True,9,2B,R,official,preview,Trey Yesavage,R,0.96,,0.09394196954963766,0.09210488038492326,0.0953081743779414,2.1134417418238134,0.5060000000000001,thin,,,1,1,1,1,1,1,94,94 air · 69°F · in CF 9 · 60° dew · RHB,0,0,,,,,,,,,
42,605170,Victor Caratini,MIN,SF,False,7,C,S,projected,preview,Blade Tidwell,R,1.18,,0.09378668150195932,0.09243022118315658,0.09574070717127323,2.675625658845118,0.65552438592,fair,,,1,1,1,1,1,1,78,78 air · 59° dew · switch,7,375,,,,,6.4,,,,
43,813841,Jonah Cox,SF,MIN,True,1,2B,R,projected,preview,Zebby Matthews,R,1.65,,0.09301618831289413,0.09159603159353513,0.09494060755785177,2.90650841369617,0.65703094272,fair,,,1,1,1,1,1,1,78,78 air · 59° dew · RHB,4,144,,,,,6.3,,,,
44,543807,George Springer,TOR,BAL,False,4,DH,R,official,preview,Shane Baz,R,0.78,,0.09242381314331474,0.09199255327015088,0.0953429762423104,2.8153836810300326,0.97,stable,,,1,1,1,1,1,1,94,94 air · 69°F · in CF 9 · 60° dew · RHB,15,502,,,,,6.4,,,,
45,669701,Josh Smith,TOR,BAL,False,7,LF,L,official,preview,Shane Baz,R,0.78,,0.09231032707855619,0.09187610953450698,0.0951400851853885,2.5485226686101243,0.97,stable,,,1,1,1,1,1,1,106,106 air · 69°F · in CF 9 · 60° dew · LHB,6,226,,,,,6.8,,,,
46,808982,Jung Hoo Lee,SF,MIN,True,2,RF,L,projected,preview,Zebby Matthews,R,1.65,,0.08475596403601772,0.08279989970249257,0.08543812506835823,2.842205130207317,0.69588576,fair,,,1,1,1,1,1,1,78,78 air · 59° dew · LHB,10,579,,,,,2.3,,,,
47,805346,Ben Ross,MIN,SF,False,9,SS,R,projected,preview,Blade Tidwell,R,1.18,,0.08457783649457463,0.08054293334206553,0.08294874735991956,2.4865107562565885,0.32259807360000003,thin,,,1,1,1,1,1,1,78,78 air · 59° dew · RHB,0,19,,,,,12.5,,,,
48,595879,Javier Báez,DET,WSH,True,8,CF,R,official,preview,DJ Herz,L,,,0.08134145954941249,0.078432992217771,0.08069946812347159,2.2930855424979506,0.582,fair,,,1,1,1,1,1,1,92,92 air · 61°F · cross RF 12 · 53° dew · RHB,2,185,,,,,2.2,,,,
49,677956,Rece Hinds,BAL,TOR,True,7,RF,R,official,preview,Trey Yesavage,R,0.96,,0.08049401169419726,0.07757130084985764,0.07977920686572365,2.2741823813428077,0.5940000000000001,fair,,,1,1,1,1,1,1,94,94 air · 69°F · in CF 9 · 60° dew · RHB,0,63,,,,,0,,,,
50,678391,Jorbit Vivas,WSH,DET,False,6,2B,L,official,preview,River Ryan,R,,,0.07778431319602364,0.07473922009627498,0.07677602079140713,2.4675594424706206,0.61692,fair,,,1,1,1,1,1,1,99,99 air · 61°F · cross RF 12 · 53° dew · LHB,3,351,,,,,3.1,,,,
51,696285,Jacob Young,WSH,DET,False,9,CF,R,official,preview,River Ryan,R,,,0.07778228940802805,0.07473699870582473,0.0767501090461947,2.212079803224925,0.61692,fair,,,1,1,1,1,1,1,92,92 air · 61°F · cross RF 12 · 53° dew · RHB,10,456,,,,,5.6,,,,
52,683766,Christian Koss,SF,MIN,True,9,SS,R,projected,preview,Zebby Matthews,R,1.65,,0.0726060884601408,0.06966858204968684,0.07137938572638249,2.2827665638542927,0.69588576,fair,,,1,1,1,1,1,1,78,78 air · 59° dew · RHB,4,200,,,,,4.3,,,,
53,676391,Ernie Clement,TOR,BAL,False,9,2B,R,official,preview,Shane Baz,R,0.78,,0.07158825254282994,0.07061397682803638,0.07239131830893775,2.3683914852266863,0.97,stable,,,1,1,1,1,1,1,94,94 air · 69°F · in CF 9 · 60° dew · RHB,9,601,,,,,2.1,,,,
54,665926,Andrés Giménez,TOR,BAL,False,8,SS,L,official,preview,Shane Baz,R,0.78,,0.07152450232139326,0.07054856514997698,0.07233113932835003,2.4551213142631565,0.97,stable,,,1,1,1,1,1,1,106,106 air · 69°F · in CF 9 · 60° dew · LHB,9,493,,,,,3.3,,,,
