rank,playerId,name,team,opponent,isHome,battingOrder,position,bats,lineupSource,gameStatus,pitcher,pitcherThrows,pitcherHr9,pitcherMixLabel,pHr,pHrRaw,xHr,expectedPa,confidence,confidenceBand,confidenceNotes,reasons,factor_batter,factor_pitcher,factor_park,factor_platoon,factor_weather,factor_form,parkHrFactor,parkAirLabel,season_hr,season_pa,season_slg,recent_hr,recent_pa,recent_games,barrelPct,evAvg,hardHitPct,xIso,pullPct
17,681715,Heriberto Hernández,MIA,BOS,True,2,LF,R,projected,preview,Sonny Gray,R,0.97,58% hard · 37% break,0.1756739023959776,0.1948389124544435,0.1890279744821361,4.42,0.69588576,fair,Weather not posted; Projected order,17.1% vs hard; 104.4 last game; 4× 100+ last 3; 20–30° last 5,1.4968402699944219,1.0654274673113147,0.92,1.167717794559068,1,1.22,92,92 air · RHB,20,373,.459,3,45,10,13.3,91.6,48.5,0.232,48.1
18,665019,Kody Clemens,MIN,ATH,False,5,LF,L,projected,preview,J.T. Ginn,R,0.95,64% hard · 16% break,0.17490728137672756,0.19333246318929787,0.18782138397113912,4.1,0.69588576,fair,Weather not posted; Projected order,11.8% vs SI; 31.3% pull air; 100% ideal AA; 12.5% barrels last 7,1.3669030705700704,1.006382808651746,1.17,1.2607780191060471,1,1.143571614814815,117,117 air · LHB,21,468,.460,1,39,10,11.7,92.4,46.3,0.197,46.9
19,670541,Yordan Alvarez,HOU,NYY,False,2,DH,L,projected,preview,Elmer Rodríguez,R,0.53,64% hard · 25% break,0.17467330865583017,0.19711849760714395,0.187866598693092,4.42,0.44536688639999994,thin,Starter sample thin; Weather not posted; Projected order,111.8 last game; 4× 100+ last 3; 20% pull air; 76.2 bat,1.9038672625529358,0.9151091681149006,1.27,1.0515,1,0.9169472000000002,127,127 air · LHB,36,571,.618,1,41,10,17.2,94.5,53.6,0.342,41.9
20,665161,Jeremy Peña,HOU,NYY,False,1,SS,R,projected,preview,Elmer Rodríguez,R,0.53,64% hard · 25% break,0.17458073830888748,0.19737774905593908,0.18784874277863065,4.52,0.42015743999999994,thin,Starter sample thin; Weather not posted; Projected order,33.3% vs RHP last 7; 17.3% vs hard; 101.5 last game; 87.5% ideal AA,1.0624331276558967,1.0289776366179166,1.09,1.42,1,1.22,109,109 air · RHB,15,354,.477,2,41,10,6,88.4,39.7,0.143,47.2
21,547180,Bryce Harper,PHI,SEA,False,3,RF,L,projected,preview,Bryan Woo,R,0.98,66% hard · 28% break,0.17427058105867324,0.1920813147050191,0.1873062084077911,4.32,0.69588576,fair,Weather not posted; Projected order,20% vs RHP last 7; 101.2 last game; 4× 100+ last 3; 26.7% pull air,1.3321637161626283,0.9440142320471239,0.97,1.42,1,1.22,97,97 air · LHB,26,567,.499,1,44,10,11.3,90.4,44.9,0.227,38.7
22,808959,Munetaka Murakami,CWS,TEX,True,2,1B,L,projected,preview,MacKenzie Gore,L,1.11,59% hard · 29% break,0.17230804757709442,0.1882248366710091,0.18512559698943085,4.42,0.69588576,fair,Weather not posted; Projected order,104.4 last game; 18.8% pull air; 19.8% barrels; 94 EV,1.8553031164079228,0.923669930384535,1.1,1.1946359202517673,1,0.8736000000000002,110,110 air · LHB,29,424,.507,2,46,10,19.8,94,58.5,0.279,43.5
23,545361,Mike Trout,LAA,CLE,True,2,CF,R,projected,preview,Joey Cantillo,L,1.04,40% hard · 35% break,0.1722030581814165,0.1880185271725795,0.18500406974316766,4.42,0.69588576,fair,Weather not posted; Projected order,20% vs LHP last 7; 110.8 last game; 55.6% ideal AA; 22.2% barrels last 7,1.4781228456721143,0.9498950350562738,0.85,1.3782014241717804,1,1.19377,85,85 air · RHB,20,509,.436,0,43,10,16.2,89.9,45.6,0.245,36.5
24,673357,Luis Robert Jr.,NYM,MIL,True,4,CF,R,projected,preview,Dustin May,R,0.65,67% hard · 26% break,0.17211484011154138,0.18784517418172886,0.18471618504983714,4.22,0.69588576,fair,Weather not posted; Projected order,50% vs RHP last 7; 28.1% vs hard; 101.8 last game; 5× 100+ last 3,1.2497680811626855,1.0040322483070505,0.97,1.42,1,1.22,97,97 air · RHB,10,201,.424,,,,9.2,90,41.2,0.187,47.3
25,691023,Jordan Walker,STL,BAL,True,4,RF,R,projected,preview,Kyle Bradish,R,0.97,52% hard · 47% break,0.17144234514175835,0.18652368738759573,0.18393967688051976,4.22,0.69588576,fair,Weather not posted; Projected order,30% vs RHP last 7; 9.8% vs SI; 110.7 last game; 25% barrels last 7,1.422003297885063,1.0655478371278972,0.87,1.42,1,1.11264,87,87 air · RHB,27,551,.502,4,44,10,13.7,92.5,47.8,0.214,38.4
26,663757,Trent Grisham,NYY,HOU,True,1,CF,L,projected,preview,Peter Lambert,R,0.88,52% hard · 25% break,0.1698051109271882,0.18330643894608634,0.1823159441672914,4.52,0.69588576,fair,Weather not posted; Projected order,12.6% vs FF; 102.5 last game; 71.4% ideal AA; 11.6% solid,1.304813754031111,1.0216418927579172,1.27,1.1553340491491964,1,0.9270000000000002,127,127 air · LHB,18,448,.419,3,45,10,10,91,46.8,0.193,45.8
27,669394,Jake Burger,TEX,CWS,False,6,1B,R,projected,preview,Sean Burke,R,1.05,60% hard · 38% break,0.16853647999180743,0.18081351468187168,0.18033273217527762,3.96,0.69588576,fair,Weather not posted; Projected order,12.6% vs FF; 110.2 last game; 4× 100+ last 3; 18.2% barrels last 7,1.3114661656619422,1.0881414888250158,1.14,1.0985613205979514,1,1.22,114,114 air · RHB,23,503,.429,4,39,10,11.2,90.1,46.9,0.175,44.4
28,681508,Mickey Gasper,BOS,MIA,False,5,DH,S,projected,preview,Ryan Gusto,R,1.25,54% hard · 31% break,0.16835150080794697,0.1811313597355162,0.18026252865734055,4.1,0.6466486141440001,fair,Weather not posted; Projected order,33.3% vs RHP last 7; 19.8% vs hard; 102.7 last game; 4× 100+ last 3,1.1193533409161385,1.1606941851876165,0.92,1.42,1,1.22,92,92 air · switch,5,148,.477,,,,9.3,89.2,38.9,0.187,42.6
29,668804,Bryan Reynolds,PIT,SD,False,3,LF,S,projected,preview,Randy Vásquez,R,1.14,70% hard · 22% break,0.1670089808380479,0.17781190121196877,0.1789216233177741,4.32,0.69588576,fair,Weather not posted; Projected order,23.1% vs RHP last 7; 15.4% vs FF; 106.2 last game; 60% ideal AA,1.0969532695288962,1.1876865701507398,0.84,1.3830591212598222,1,1.22,84,84 air · switch,15,583,.426,0,44,10,11.2,90.5,46.4,0.185,39.1
30,665487,Fernando Tatis Jr.,SD,PIT,True,1,RF,R,projected,preview,Bubba Chandler,R,0.79,55% hard · 29% break,0.1663480799327973,0.17651319734389215,0.17832624925266533,4.52,0.69588576,fair,Weather not posted; Projected order,22.2% vs RHP last 7; 8.8% vs hard; 110.1 last game; 5× 100+ last 3,1.21856952012364,1.0095985133405352,0.84,1.3464165158660526,1,1.22,84,84 air · RHB,17,578,.449,4,45,10,12.6,92.9,54,0.191,34.6
31,672960,Kazuma Okamoto,TOR,KC,True,4,3B,R,projected,preview,Randy Dobnak,R,0.39,48% hard · 31% break,0.16571323662419904,0.1760164183052978,0.17734388464257997,4.22,0.6374313561599999,fair,Weather not posted; Projected order,11.8% vs SI; chase vs expand; 47.1% pull air; 70.6% ideal AA,1.4094425578805216,0.9378487007852214,0.98,1.191151851810979,1,1.22,98,98 air · RHB,26,524,.436,2,42,10,12.7,90.5,43.5,0.21,50.2
32,663728,Cal Raleigh,SEA,PHI,True,5,C,S,projected,preview,Jesús Luzardo,L,0.81,43% hard · 38% break,0.1653074771006954,0.17446835989179366,0.17676805908383875,4.1,0.69588576,fair,Weather not posted; Projected order,12.5% vs LHP last 7; 26.5% vs hard; 106.2 last game; 4× 100+ last 3,1.3566977241729181,0.9917505890667648,0.98,1.2059724422078617,1,1.22,98,98 air · switch,18,412,.346,6,37,10,13.7,89.5,37.2,0.203,54.4
33,687263,Zach Neto,LAA,CLE,True,1,SS,R,projected,preview,Joey Cantillo,L,1.04,40% hard · 35% break,0.16356987500634898,0.17105388346548278,0.17512930206056362,4.52,0.69588576,fair,Weather not posted; Projected order,15.4% vs LHP last 7; 18.0% vs FF; 102.7 last game; 32.1% pull air,1.2783534561223249,1.0813375850087057,0.85,1.3124139967481638,1,1.0422608695652176,85,85 air · RHB,22,577,.432,2,45,10,11.5,89.6,41,0.192,47.6
34,668709,JJ Bleday,CIN,SF,False,3,LF,L,projected,preview,Landen Roupp,R,0.67,53% hard · 26% break,0.16319202344668118,0.17031138594701856,0.17453688787785288,4.32,0.69588576,fair,Weather not posted; Projected order,15.4% vs RHP last 7; 17.1% vs hard; 106.1 last game; 22.2% pull air,1.3306603834931336,0.952845364113209,0.78,1.42,1,1.22,78,78 air · LHB,21,437,.438,1,39,10,10.1,88.8,40.8,0.192,45.3
35,668227,Randy Arozarena,SEA,PHI,True,1,LF,R,projected,preview,Jesús Luzardo,L,0.81,43% hard · 38% break,0.1604206421644488,0.1648654808762945,0.17151538832401245,4.52,0.69588576,fair,Weather not posted; Projected order,14.3% vs LHP last 7; 9.8% vs hard; 72.2% ideal AA; 8.2% solid,1.099180196554252,0.9128777756629767,0.98,1.256743518539404,1,1.22,98,98 air · RHB,20,540,.461,4,48,10,7.7,90.7,42.3,0.158,33.8
36,672515,Gabriel Moreno,AZ,CHC,True,3,C,R,projected,preview,Matthew Boyd,L,1.38,46% hard · 28% break,0.16003929975342057,0.16411612365748995,0.17092676811029173,4.32,0.69588576,fair,Weather not posted; Projected order,19.8% vs FF; 15% barrels last 7; xSLG 0.455; 18.6% K,0.9487024378670719,1.2226292445404712,1.07,1.117011565214693,1,1.159,107,107 air · RHB,10,435,.464,2,44,10,7.9,89.3,42.6,0.163,35.6
37,701398,Sal Stewart,CIN,SF,False,2,1B,R,projected,preview,Landen Roupp,R,0.67,53% hard · 26% break,0.1598843827865871,0.16391394110943813,0.1708270396532128,4.42,0.69588576,fair,Weather not posted; Projected order,14.3% vs RHP last 7; 11.8% vs SI; 103.2 last game; 69.6% ideal AA,1.4025628143906221,0.9048802159269379,0.87,1.3732512349906905,1,1.0198518427518424,87,87 air · RHB,28,576,.475,2,44,10,13.2,90.1,38.9,0.219,33
38,663457,Lars Nootbaar,AZ,CHC,True,1,DH,L,projected,preview,Matthew Boyd,L,1.38,46% hard · 28% break,0.1596250756466828,0.16363368766960174,0.17060410364854212,4.52,0.69588576,fair,Weather not posted; Projected order,12.6% vs FF; 14.3% barrels last 7; 8.1% solid; 18.6% K,1.0236736119626022,1.2226292445404712,1.07,0.9109061060539592,1,1.22,107,107 air · LHB,4,241,.333,,,,9.3,91.4,48.4,0.178,41
39,521692,Salvador Perez,KC,TOR,False,4,DH,R,projected,preview,Spencer Miles,R,0.56,58% hard · 42% break,0.1588111192493489,0.16275398154074672,0.16944337612332977,4.22,0.69588576,fair,Weather not posted; Projected order,16.7% vs RHP last 7; 16.4% vs hard; 102.5 last game; 20% pull air,1.1351369728394891,0.9346526768364678,0.98,1.2956011482763397,1,1.22,98,98 air · RHB,17,513,.375,1,40,10,10,88.9,42.2,0.182,40.4
40,805808,Kevin McGonigle,DET,TB,True,2,SS,L,official,preview,Freddy Peralta,R,1.47,53% hard · 25% break,0.15843825951819074,0.15970065618529727,0.1691733295629496,4.42,0.97,stable,,14.3% vs RHP last 7; 12.6% vs FF; 5× 100+ last 3; 20–30° last 5,0.9920813024008276,1.0955022334088664,0.94,1.1860904357773745,1,1.22,94,94 air · 75°F · cross LF 14 · LHB,14,577,.427,2,45,10,7.2,88.2,37.1,0.171,37.3
41,621439,Byron Buxton,MIN,ATH,False,2,CF,R,projected,preview,J.T. Ginn,R,0.95,64% hard · 16% break,0.15827358289695534,0.16217302410220102,0.16898515356986243,4.42,0.69588576,fair,Weather not posted; Projected order,103.4 last game; 25% pull air; 15.9% barrels; xISO 0.240,1.6232595644293106,0.8701644498078719,1.17,1.0515,1,0.8736000000000002,117,117 air · RHB,25,408,.511,0,42,10,15.9,90.2,46.7,0.24,48.2
42,650489,Willi Castro,COL,WSH,False,5,3B,S,projected,preview,Matt Waldron,R,1.7,56% hard · 15% break,0.158145773317862,0.16282874351229026,0.16858442854938618,4.1,0.6186424406400001,fair,Weather not posted; Projected order,16.7% vs RHP last 7; 11.1% vs FF; 106 last game; 30.8% pull air,1.10184862844745,1.1185936889112182,1.05,1.2526134305896668,1,1.0618875816993465,105,105 air · switch,15,450,.429,2,39,10,8.5,87.8,40.9,0.16,44.8
43,682829,Elly De La Cruz,CIN,SF,False,1,SS,S,projected,preview,Landen Roupp,R,0.67,53% hard · 26% break,0.1581000719206972,0.1619854972644762,0.16885915891923206,4.52,0.69588576,fair,Weather not posted; Projected order,16.7% vs RHP last 7; 16.3% vs break; 107.9 last game; 14.3% barrels last 7,1.3591546984973006,0.9039472072897022,0.82,1.316775049079681,1,1.1023697478991596,82,82 air · switch,21,510,.472,1,45,10,13.6,93.9,51.3,0.199,33.8
44,683737,Michael Busch,CHC,AZ,False,3,1B,L,projected,preview,Eduardo Rodriguez,L,0.81,61% hard · 13% break,0.15758175958052226,0.16142531671450255,0.16811990443587527,4.32,0.69588576,fair,Weather not posted; Projected order,11.1% vs FF; 109 last game; 36.4% pull air; 63.6% ideal AA,1.0797072984337475,1.0557733555049442,1.07,1.0493389155673236,1,1.22,107,107 air · LHB,16,588,.396,2,44,10,9.3,88.3,39.8,0.169,38.7
45,664040,Brandon Lowe,PIT,SD,False,2,DH,L,projected,preview,Randy Vásquez,R,1.14,70% hard · 22% break,0.15715948651870726,0.16136251837864501,0.16771282321951902,4.42,0.656496,fair,Weather not posted; Projected order,22.2% pull air; 55.6% ideal AA; Air starter; 14.9% K,1.3786330486456606,1.1121630612004665,0.83,1.38,1,0.85696,83,83 air · LHB,27,549,.472,2,43,10,11.9,91.1,46.1,0.19,47.3
46,691718,Pete Crow-Armstrong,CHC,AZ,False,1,CF,L,projected,preview,Eduardo Rodriguez,L,0.81,61% hard · 13% break,0.15668147649031675,0.1604523105992457,0.16723817749020223,4.52,0.69588576,fair,Weather not posted; Projected order,105.9 last game; 31.8% pull air; 63.6% ideal AA; 12.4% barrels,1.513261021106703,0.9363423017558512,1.07,0.9891294327739402,1,0.9592615197132618,107,107 air · LHB,33,593,.550,6,47,10,12.4,90,48.3,0.221,50
47,664023,Ian Happ,CHC,AZ,False,5,LF,S,projected,preview,Eduardo Rodriguez,L,0.81,61% hard · 13% break,0.1558242747145282,0.15952586581879236,0.16594296656113194,4.1,0.69588576,fair,Weather not posted; Projected order,104.4 last game; 42.9% pull air; 57.1% ideal AA; 21.4% barrels last 7,1.3339707955368965,0.9675393604866909,1.07,0.986191195344257,1,1.22,107,107 air · switch,23,545,.427,3,41,10,11.5,89.3,42.2,0.196,46.4
48,608369,Corey Seager,TEX,CWS,False,2,SS,L,projected,preview,Sean Burke,R,1.05,60% hard · 38% break,0.15564193818506378,0.15932880051774012,0.16598183089476976,4.42,0.69588576,fair,Weather not posted; Projected order,19.8% vs FF; 19.0% pull air; 14.4% barrels; xSLG 0.465,1.4135229587199052,1.093720472633422,1.1,1.0103108296166314,1,0.85696,110,110 air · LHB,13,309,.418,1,43,10,14.4,91.7,48.5,0.223,43.3
49,694673,Abimelec Ortiz,WSH,COL,True,2,1B,L,projected,preview,Tanner Gordon,R,1.88,46% hard · 32% break,0.15395422542771905,0.16013569242103454,0.16405956536329996,4.42,0.42614035200000006,thin,Short season sample; Weather not posted; Projected order,101.6 last game; 75.4 bat; xISO 0.254; Air starter,1.428835850371825,1.1208479747337439,1.05,1.0515,1,0.8400000000000001,105,105 air · LHB,5,72,.471,1,36,10,11.8,90.2,41.2,0.254,45.1
50,664983,Jake McCarthy,COL,WSH,False,1,LF,L,projected,preview,Matt Waldron,R,1.7,56% hard · 15% break,0.1535279579076003,0.1577617694233039,0.1636423503466235,4.52,0.6186424406400001,fair,Weather not posted; Projected order,14.3% vs RHP last 7; 100.5 last game; 18.3% K; #1,0.8483923576726391,1.0842896242868334,1.05,1.185615325917298,1,1.22,105,105 air · LHB,13,461,.479,0,44,10,5.1,85,27.7,0.13,37.6
51,682928,CJ Abrams,WSH,COL,True,1,DH,L,projected,preview,Tanner Gordon,R,1.88,46% hard · 32% break,0.15299606253135212,0.15682803429379832,0.1630368805896577,4.52,0.656496,fair,Weather not posted; Projected order,88.9% ideal AA; Air starter; 18.9% K; #1,1.3555784211479338,1.15008533160323,1.05,1.0515,1,0.8034,105,105 air · LHB,29,543,.525,1,45,10,10.1,89.5,41.5,0.187,44
52,596019,Francisco Lindor,NYM,MIL,True,1,SS,S,projected,preview,Dustin May,R,0.65,67% hard · 26% break,0.15275736252643188,0.15621121474243782,0.16276525868130673,4.52,0.69588576,fair,Weather not posted; Projected order,12.0% vs hard; 104.8 last game; 73.7% ideal AA; xSLG 0.457,1.2214976397172213,0.9646637406597941,0.97,1.052650392853601,1,1.1415833333333334,97,97 air · switch,13,327,.429,2,44,10,9.6,91,47.4,0.208,46.5
53,687637,Dylan Beavers,BAL,STL,False,8,LF,L,projected,preview,Michael McGreevy,R,1.18,53% hard · 27% break,0.15142195251560908,0.1547679330446674,0.16058412746125458,3.68,0.69588576,fair,Weather not posted; Projected order,40% vs RHP last 7; 23.6% vs hard; 103.1 last game; 33.3% pull air,1.0252394109732696,1.2104614959445568,0.87,1.42,1,1.22,87,87 air · LHB,6,252,.388,,,,7.6,89.1,41.5,0.151,40.9
54,686948,Drake Baldwin,ATL,LAD,True,1,DH,L,projected,preview,Roki Sasaki,R,1.63,42% hard · 36% off,0.15072832969707262,0.15401828079476942,0.16045878133638808,4.52,0.69588576,fair,Weather not posted; Projected order,101.8 last game; 75.2 bat; 12.8% barrels; xSLG 0.494,1.3635580964983047,1.0468266304378744,1.09,1.0256309477133143,1,0.8400000000000001,109,109 air · LHB,21,482,.444,1,42,10,12.8,91.8,52,0.218,31.5
55,691406,Junior Caminero,TB,DET,False,3,3B,R,official,preview,Troy Melton,R,1,65% hard · 24% break,0.15069695254253862,0.15175759546741086,0.16028983512725373,4.32,0.97,stable,,109 last game; 5× 100+ last 3; 60.9% ideal AA; 79.7 bat,1.526236258090952,0.8774418824416748,1.02,1.160661035928075,1,0.8854271400000001,102,102 air · 75°F · cross LF 14 · RHB,35,575,.531,0,40,10,13,93,50.4,0.223,46.5
56,677594,Julio Rodríguez,SEA,PHI,True,3,CF,R,projected,preview,Jesús Luzardo,L,0.81,43% hard · 38% break,0.1501675640981152,0.1534122176986752,0.1596897855911464,4.32,0.69588576,fair,Weather not posted; Projected order,19.8% vs FF; 55% ideal AA; 15% barrels last 7; 76.8 bat,1.1841021407293322,0.9917505890667648,0.98,1.0410314653895374,1,1.19377,98,98 air · RHB,20,530,.412,1,46,10,9.3,89.8,42.7,0.188,39.4
57,673548,Seiya Suzuki,CHC,AZ,False,2,RF,R,projected,preview,Eduardo Rodriguez,L,0.81,61% hard · 13% break,0.14840462641039256,0.1515068735134597,0.15775954768632794,4.42,0.69588576,fair,Weather not posted; Projected order,103.9 last game; 17.3% K; Platoon; #2,1.2117302580645029,0.9067069379095398,1.07,1.3670899110013859,1,0.8400000000000001,107,107 air · RHB,22,507,.481,1,47,10,10.2,88.4,38.3,0.175,42.2
58,575929,Willson Contreras,BOS,MIA,False,4,1B,R,projected,preview,Ryan Gusto,R,1.25,54% hard · 31% break,0.1476108390591708,0.15078700686090063,0.156727594803812,4.22,0.6784886159999999,fair,Weather not posted; Projected order,107 last game; 20% pull air; 75% ideal AA; 77.1 bat,1.492759964883689,0.9983066333207619,0.92,1.1460773253738168,1,0.9169472000000002,92,92 air · RHB,26,501,.526,2,45,10,13.8,89.9,44.3,0.235,49.3
