rank,playerId,name,team,opponent,isHome,battingOrder,position,bats,lineupSource,gameStatus,pitcher,pitcherThrows,pitcherHr9,pitcherMixLabel,pHr,pHrRaw,xHr,expectedPa,confidence,confidenceBand,confidenceNotes,reasons,factor_batter,factor_pitcher,factor_park,factor_platoon,factor_weather,factor_form,parkHrFactor,parkAirLabel,season_hr,season_pa,season_slg,recent_hr,recent_pa,recent_games,barrelPct,evAvg,hardHitPct,xIso,pullPct
1,664040,Brandon Lowe,PIT,STL,True,3,2B,L,official,live,Kyle Leahy,R,0.96,,0.18,0.1895997747707664,0.20466487457203628,2.4032795845859525,0.97,stable,,,1,1,1,1,1,1,83,83 air · 61°F · in RF 7 · 41° dew · LHB,34,647,,,,,12.4,,,,
2,678246,Miguel Vargas,CWS,KC,False,3,3B,R,official,live,Randy Dobnak,R,0.85,,0.18,0.19098692012143026,0.20646548178586577,2.844746191798162,0.97,stable,,,1,1,1,1,1,1,98,98 air · 72°F · 4 mph · 57° dew · RHB,33,691,,,,,13.2,,,,
3,808959,Munetaka Murakami,CWS,KC,False,4,1B,L,official,live,Randy Dobnak,R,0.85,,0.18,0.19206551393364568,0.2075647265431534,2.778895585506538,0.97,stable,,,1,1,1,1,1,1,98,98 air · 72°F · 4 mph · 57° dew · LHB,33,537,,,,,19,,,,
4,686469,Vinnie Pasquantino,KC,CWS,True,3,1B,L,official,live,David Sandlin,R,1.53,,0.18,0.1921737658075482,0.2078369973695858,2.8119158239956277,0.8935058,stable,,,1,1,1,1,1,1,98,98 air · 72°F · 4 mph · 57° dew · LHB,15,465,,,,,9.2,,,,
5,691718,Pete Crow-Armstrong,CHC,MIA,True,1,CF,L,official,live,Tyler Phillips,R,1.24,,0.18,0.25982868674919735,0.2898757629555958,3.1395883700885063,0.97,stable,,,1,1,1,1,1,1,96,96 air · 65°F · in CF 9 · 55° dew · LHB,45,713,,,,,13.6,,,,
6,624424,Michael Conforto,CHC,MIA,True,4,DH,L,official,live,Tyler Phillips,R,1.24,,0.18,0.20366500416661582,0.2212224182289878,2.9312086110118356,0.97,stable,,,1,1,1,1,1,1,96,96 air · 65°F · in CF 9 · 55° dew · LHB,15,302,,,,,12.1,,,,
7,665742,Juan Soto,NYM,TEX,False,2,DH,L,official,live,Kumar Rocker,R,1.25,,0.18,0.2028906531920509,0.22053200863061975,2.8069070039007182,0.97,stable,,,1,1,1,1,1,1,110,110 air · 74°F · roof closed · LHB,27,464,,,,,14.1,,,,
8,701807,Carson Benge,NYM,TEX,False,4,RF,L,official,live,Kumar Rocker,R,1.25,,0.18,0.19065247129591312,0.20587752069037812,2.6798976372083776,0.97,stable,,,1,1,1,1,1,1,110,110 air · 74°F · roof closed · LHB,19,636,,,,,7.3,,,,
9,669394,Jake Burger,TEX,NYM,True,4,1B,R,official,live,Zac Thornton,L,1.47,,0.18,0.23233061881769224,0.2550477765253855,2.622650997540312,0.97,stable,,,1,1,1,1,1,1,107,107 air · 74°F · roof closed · RHB,27,603,,,,,12.4,,,,
10,571448,Nolan Arenado,AZ,COL,False,6,3B,R,official,preview,Tanner Gordon,R,1.7,,0.18,0.1834127844957988,0.19721041338051198,2.831709081555552,0.97,stable,,,1,1,1,1,1,1,103,103 air · 70°F · in CF 8 · 49° dew · RHB,28,581,,,,,6.7,,,,
11,682998,Corbin Carroll,AZ,COL,False,7,RF,L,official,preview,Tanner Gordon,R,1.7,,0.18,0.1892911931542347,0.20376225277940047,2.7315981544298507,0.97,stable,,,1,1,1,1,1,1,103,103 air · 70°F · in CF 8 · 49° dew · LHB,22,654,,,,,12.6,,,,
12,696100,Hunter Goodman,COL,AZ,True,3,DH,R,official,preview,Eduardo Rodriguez,L,0.88,,0.18,0.20226190288721935,0.21967937699900858,2.8648323644770763,0.97,stable,,,1,1,1,1,1,1,103,103 air · 70°F · in CF 8 · 49° dew · RHB,39,556,,,,,14.5,,,,
13,641343,Jake Bauers,MIL,PHI,False,5,1B,L,projected,preview,Andrew Painter,R,1.57,,0.18,0.20984506372784884,0.22813787078758563,2.660445867332995,0.6983999999999999,fair,,,1,1,1,1,1,1,114,114 air · 64°F · in CF 11 · 46° dew · LHB,26,560,,,,,14.1,,,,
14,683748,Victor Mesa Jr.,TB,NYY,False,1,LF,L,projected,preview,Cam Schlittler,R,0.76,,0.18,0.23218847074134852,0.2556936185738846,2.8730714460378874,0.69588576,fair,,,1,1,1,1,1,1,123,123 air · 46° dew · LHB,14,248,,,,,11.4,,,,
15,700250,Ben Rice,NYY,TB,True,1,DH,L,projected,preview,Ian Seymour,L,1.77,,0.18,0.23472486651437918,0.2590972874985916,3.2753367430601643,0.69588576,fair,,,1,1,1,1,1,1,124,124 air · 46° dew · pull × porch · LHB,41,654,,,,,14.2,,,,
16,671218,Heliot Ramos,NYY,TB,True,4,RF,R,projected,preview,Ian Seymour,L,1.77,,0.18,0.21340171428368515,0.23281720875092343,3.0579471362198882,0.69588576,fair,,,1,1,1,1,1,1,121,121 air · 46° dew · RHB,13,430,,,,,13.9,,,,
17,682987,Spencer Jones,NYY,TB,True,5,CF,L,projected,preview,Ian Seymour,L,1.77,,0.18,0.2301062535476448,0.25253342246491645,2.970991293483778,0.69588576,fair,,,1,1,1,1,1,1,123,123 air · 46° dew · LHB,11,281,,,,,15.1,,,,
18,682829,Elly De La Cruz,CIN,ATL,False,2,SS,S,projected,preview,Tyler Mahle,R,1.13,,0.18,0.22870981750737107,0.251211910230881,2.751175184476633,0.69588576,fair,,,1,1,1,1,1,1,105,105 air · 62° dew · switch,29,618,,,,,16.2,,,,
19,686948,Drake Baldwin,ATL,CIN,True,1,C,L,projected,preview,Brady Singer,R,1.81,,0.18,0.22131779492039483,0.24262602485683898,2.895429838146427,0.69588576,fair,,,1,1,1,1,1,1,106,106 air · 62° dew · LHB,24,601,,,,,12.6,,,,
20,621566,Matt Olson,ATL,CIN,True,3,1B,L,projected,preview,Brady Singer,R,1.81,,0.18,0.20403770716940905,0.22171728204381616,2.767313473626674,0.69588576,fair,,,1,1,1,1,1,1,106,106 air · 62° dew · LHB,41,683,,,,,14.5,,,,
21,670541,Yordan Alvarez,HOU,ATH,False,2,DH,L,projected,preview,Mason Barnett,R,2.45,,0.18,0.26832937336251117,0.30013431863930506,3.039717756962906,0.6436943279999999,fair,,,1,1,1,1,1,1,113,113 air · 52° dew · LHB,41,673,,,,,16.2,,,,
22,673237,Yainer Diaz,HOU,ATH,False,4,C,R,projected,preview,Mason Barnett,R,2.45,,0.18,0.21141572507091544,0.23036094763424422,2.902173967055082,0.6436943279999999,fair,,,1,1,1,1,1,1,113,113 air · 52° dew · RHB,14,343,,,,,6.9,,,,
23,572233,Christian Walker,HOU,ATH,False,5,1B,R,projected,preview,Mason Barnett,R,2.45,,0.18,0.20510069204275705,0.22266821186088534,2.819647693110388,0.6436943279999999,fair,,,1,1,1,1,1,1,113,113 air · 52° dew · RHB,26,617,,,,,9.2,,,,
24,671732,Lawrence Butler,ATH,HOU,True,2,RF,L,projected,preview,Peter Lambert,R,0.89,,0.18,0.18956469841553436,0.20493395549426785,2.8471730146504672,0.69588576,fair,,,1,1,1,1,1,1,113,113 air · 52° dew · LHB,17,522,,,,,8.7,,,,
25,680869,Zack Gelof,ATH,HOU,True,5,3B,R,projected,preview,Peter Lambert,R,0.89,,0.18,0.2093048686107919,0.22748633504995155,2.6410428416440985,0.69588576,fair,,,1,1,1,1,1,1,113,113 air · 52° dew · RHB,20,419,,,,,10.4,,,,
26,545361,Mike Trout,LAA,SEA,False,2,DH,R,projected,preview,Bryan Woo,R,0.97,,0.18,0.19832668773324647,0.21517782989269993,2.8328864248623744,0.69588576,fair,,,1,1,1,1,1,1,93,93 air · 54° dew · RHB,22,619,,,,,16.1,,,,
27,665487,Fernando Tatis Jr.,SD,LAD,False,1,RF,R,projected,preview,Tyler Glasnow,R,0.93,,0.18,0.21357187244729925,0.23328481694873476,2.750624032067049,0.68475158784,fair,,,1,1,1,1,1,1,103,103 air · 64° dew · RHB,25,692,,,,,12.8,,,,
28,806146,George Lombard Jr.,NYY,TB,True,2,SS,R,projected,preview,Ian Seymour,L,1.77,,0.17945122549207876,0.1863213905641079,0.201250390707381,3.2028735407800726,0.67872536064,fair,,,1,1,1,1,1,1,121,121 air · 46° dew · RHB,6,158,,,,,7.7,,,,
