rank,playerId,name,team,opponent,isHome,battingOrder,position,bats,lineupSource,gameStatus,pitcher,pitcherThrows,pitcherHr9,pitcherMixLabel,pHr,pHrRaw,xHr,expectedPa,confidence,confidenceBand,confidenceNotes,reasons,factor_batter,factor_pitcher,factor_park,factor_platoon,factor_weather,factor_form,parkHrFactor,parkAirLabel,season_hr,season_pa,season_slg,recent_hr,recent_pa,recent_games,barrelPct,evAvg,hardHitPct,xIso,pullPct
11,669065,Kyle Stowers,MIA,CHC,True,2,1B,L,projected,preview,Shota Imanaga,L,1.98,48% hard · 33% off,0.15116034846381554,0.15728144271814237,0.1594890081885234,3,0.69588576,fair,Weather not posted; Projected order,37.5% vs LHP last 10; 4S-FB 41%; trending +20.7 brl; 109.2 last game,1.3594618002299446,1.2926857012111137,0.92,1.3491833111512501,1,1.22,92,92 air · 78° dew · LHB,18,437,.471,2,38,10,12.6,92.4,55.9,0.208,46.2
12,695657,Colson Montgomery,CWS,MIN,True,6,SS,L,projected,preview,Zebby Matthews,R,1.53,53% hard · 34% break,0.15043446767561885,0.1564969267658305,0.15867955617175056,3,0.69588576,fair,Weather not posted; Projected order,33.3% pull air; 73.3% ideal AA; 13.3% barrels last 10; 76.5 bat,1.399548478473693,1.1611382572503468,1.13,1.2480600321764936,1,1.1512802332492291,113,113 air · 74° dew · LHB,29,558,.432,2,43,10,12.3,88.7,41.6,0.198,48.6
13,608369,Corey Seager,TEX,TB,True,2,SS,L,projected,preview,Nick Martinez,R,1.05,64% hard · 9% break,0.14382761651372544,0.14935638769200799,0.15133316259807594,3,0.69588576,fair,Weather not posted; Projected order,Changeup 27%; 103.8 last game; 4× 100+ last 3; 22.7% pull air,1.4155715717218658,1.0867843875781407,1.11,1.198833899473179,1,1.1901480839894043,111,111 air · 66° dew · LHB,14,344,.412,1,45,10,15.1,92,50,0.232,44.5
14,663728,Cal Raleigh,SEA,ATH,True,4,C,S,projected,preview,Kade Morris,R,2.45,55% hard · 33% break,0.14314190147644063,0.15307476675024256,0.150572859157033,3,0.40083019776,thin,Starter sample thin; Weather not posted; Starter outing length thin; Projected order,50% vs RHP last 10; Sinker 36%; trending +21.2 brl; 57.1% pull air,1.3623541358944433,1.1213983878946558,0.96,1.42,1,1.22,96,96 air · 56° dew · spray vs wall · switch,20,442,.358,6,42,10,14.5,89.8,39,0.206,54.4
15,646240,Rafael Devers,SF,NYM,False,2,DH,L,projected,preview,Nolan McLean,R,0.87,64% hard · 30% break,0.14275429865527361,0.1481963694141465,0.1501432744105904,3,0.69588576,fair,Weather not posted; Projected order,31.3% vs RHP last 10; 4S-FB 20%; trending +10.6 brl; 103.8 last game,1.4458993157442386,0.9998440714384136,0.96,1.42,1,1.22,96,96 air · 68° dew · LHB,32,602,.497,5,47,10,11.6,93,50.9,0.227,33.3
16,641343,Jake Bauers,MIL,CIN,False,4,RF,L,projected,preview,Rhett Lowder,R,1.29,50% hard · 30% break,0.1423144966018146,0.14768567661362142,0.14965599343802638,3,0.6983999999999999,fair,Projected order,Slider 27%; 40% pull air; 90% ideal AA; 20.6% blast,1.4272671511209303,1.1836801015337668,1.24,1.3314193639876626,1,0.85696,124,124 air · 95°F · 4 mph · 73° dew · LHB,23,507,.487,1,42,10,13.5,92.3,52.7,0.214,43.8
17,621566,Matt Olson,ATL,PHI,False,3,1B,L,projected,preview,Cristopher Sánchez,L,0.72,43% hard · 38% off,0.14178722315288034,0.14715117553237655,0.1490720175960143,3,0.69588576,fair,Weather not posted; Projected order,Sinker 43%; 23.1% pull air; 19.3% blast; 15.1% barrels,1.664794874594385,0.9809577540889131,1.23,1.38,1,0.85696,123,123 air · 71° dew · LHB,37,609,.518,1,44,10,15.1,92.6,50.4,0.266,39.1
18,691723,Coby Mayo,BAL,BOS,True,2,DH,R,projected,preview,Ranger Suarez,L,0.58,65% hard · 21% break,0.14142533014000086,0.14676004954275024,0.14867134542472604,3,0.69588576,fair,Weather not posted; Projected order,30% vs LHP last 10; 4S-FB 23%; trending +3.2 brl; 105.2 last game,1.4362330403027452,0.9163225819108167,1.06,1.42,1,1.19377,106,106 air · 72° dew · spray vs wall · RHB,19,372,.444,2,38,10,12.6,91.5,48.2,0.217,50
19,695506,Jac Caglianone,KC,TOR,True,3,RF,L,projected,preview,Jameson Taillon,R,2.79,56% hard · 28% break,0.13985151603211576,0.14505910595299543,0.14693019531908091,3,0.69588576,fair,Weather not posted; Projected order,12.5% vs RHP last 10; Cutter 19%; 112.2 last game; 36.4% pull air,1.44252747133496,1.3963522138347446,0.97,1.3328327557561745,1,0.8902400000000001,97,97 air · 68° dew · LHB,23,505,.497,1,44,10,13.9,93.2,54.6,0.226,45.4
20,681508,Mickey Gasper,BOS,BAL,False,2,1B,S,projected,preview,Shane Baz,R,0.63,58% hard · 33% break,0.13973978705587237,0.14493835173877223,0.1468066675123001,3,0.69588576,fair,Weather not posted; Projected order,26.7% vs RHP last 10; 4S-FB 34%; trending +15.2 brl; 25% pull air,1.1619917634058654,1.0177209547148711,1.13,1.42,1,1.22,113,113 air · 72° dew · switch,7,173,.493,,,,9.8,88.7,37.4,0.193,43.1
21,686527,Dominic Canzone,SEA,ATH,True,2,DH,L,projected,preview,Kade Morris,R,2.45,55% hard · 33% break,0.13927662421151638,0.14864286883554712,0.14629470767074004,3,0.40083019776,thin,Starter sample thin; Weather not posted; Starter outing length thin; Projected order,30.8% vs RHP last 10; Sinker 36%; 3 tanks last 10; trending +7.6 brl,1.3754780684219,1.0564330868490772,0.96,1.42,1,1.22,96,96 air · 56° dew · LHB,21,439,.485,2,45,10,12.4,91.1,45,0.22,40.6
22,670541,Yordan Alvarez,HOU,AZ,True,2,DH,L,projected,preview,Merrill Kelly,R,1.65,50% hard · 22% break,0.13877751977169872,0.14389835447324673,0.1457432251195676,3,0.69588576,fair,Weather not posted; Projected order,Changeup 28%; 106.7 last game; 22.1% blast; 41.4% sweet,1.8022177970852087,1.2157823240313201,1.05,1.161218366006941,1,0.8560000000000001,105,105 air · 76° dew · LHB,37,609,.602,1,43,10,16.5,94.5,53.5,0.331,41.7
23,663457,Lars Nootbaar,AZ,HOU,False,1,LF,L,projected,preview,Cristian Javier,R,1.61,56% hard · 28% break,0.1360761363755647,0.14166066418056722,0.14276203875786686,3,0.6429984422399998,fair,Weather not posted; Projected order,17.6% vs RHP last 10; 4S-FB 49%; trending +7.3 brl; 105.9 last game,1.093201148817398,1.2343942874115852,1.05,1.2881605180209994,1,1.22,105,105 air · 76° dew · LHB,6,261,.373,,,,10.3,91.9,49.7,0.197,40
24,643217,Andrew Benintendi,CWS,MIN,True,4,DH,L,projected,preview,Zebby Matthews,R,1.53,53% hard · 34% break,0.13517943074980845,0.14000961918583998,0.14177382844121555,3,0.69588576,fair,Weather not posted; Projected order,4S-FB 36%; 20–30° last 5; 21.1% pull air; 68.4% ideal AA,1.1013606560122842,1.187583656453058,1.13,1.2105857259990265,1,1.22,113,113 air · 74° dew · LHB,14,420,.420,1,39,10,8.8,89,44.4,0.161,51.2
25,694374,Tim Tawa,AZ,HOU,False,6,1B,R,projected,preview,Cristian Javier,R,1.61,56% hard · 28% break,0.13247998889146295,0.1377336231151649,0.1388030382292692,3,0.6429984422399998,fair,Weather not posted; Projected order,33.3% vs RHP last 10; trending +14.7 brl; 104.3 last game; 62.5% ideal AA,1.1217513763969975,1.081643919147812,1.01,1.42,1,1.22,101,101 air · 76° dew · RHB,9,276,.394,1,38,10,10.3,91,45.2,0.162,38.3
26,665161,Jeremy Peña,HOU,AZ,True,1,SS,R,projected,preview,Merrill Kelly,R,1.65,50% hard · 22% break,0.13236730252283452,0.13697033299741734,0.1386791586905488,3,0.69588576,fair,Weather not posted; Projected order,4S-FB 27%; trending +9.5 brl; 105.3 last game; 88% ideal AA,1.0892714622160202,1.2145971660926993,1.01,1.2900554666310464,1,1.22,101,101 air · 76° dew · RHB,17,392,.469,3,43,10,6.5,88.4,39.1,0.15,47.8
27,696100,Hunter Goodman,COL,STL,True,3,C,R,projected,preview,Andre Pallante,R,0.66,50% hard · 47% break,0.13181706911489594,0.13637565286117193,0.1380744244429083,3,0.69588576,fair,Weather not posted; Projected order,Slider 30%; 106.4 last game; 82.6% ideal AA; 17.3% blast,1.7094048232276173,0.9969019432237738,1.11,1.1921582403151674,1,0.9257640000000001,111,111 air · 44° dew · RHB,36,497,.537,2,41,10,16.1,90.4,45.8,0.235,47.9
28,680664,Eduardo Valencia,DET,CLE,False,5,C,R,projected,preview,Foster Griffin,L,1.34,59% hard · 24% break,0.13150639478188855,0.1376171898112769,0.1377330905479316,3,0.5656044672,fair,Weather not posted; Projected order,4S-FB 17%; 106.1 last game; 70% ideal AA; 43.9% sweet,1.604002365718018,1.131517493131184,0.96,1.38,1,0.8816800000000001,96,96 air · 72° dew · RHB,6,85,.627,,,,19.3,89.5,47.4,0.255,36.8
29,679822,Justin Foscue,TEX,TB,True,5,2B,R,projected,preview,Nick Martinez,R,1.05,64% hard · 9% break,0.1289896422005839,0.13331983218876609,0.13497096293302024,3,0.69588576,fair,Weather not posted; Projected order,Changeup 27%; trending +15.0 brl; 107.3 last game; 20% pull air,1.3509305772687288,1.0446207717556069,1.08,1.0804551669135238,1,1.22,108,108 air · 66° dew · RHB,11,207,.500,,,,11.7,89.4,40.9,0.212,46.7
30,669394,Jake Burger,TEX,TB,True,6,1B,R,projected,preview,Nick Martinez,R,1.05,64% hard · 9% break,0.12846665214103686,0.13275459606282525,0.13391157172314175,2.5874999999999986,0.69588576,fair,Weather not posted; Projected order,18.2% vs RHP last 10; Changeup 27%; trending +11.1 brl; heart vs in-zone,1.3061313838954316,1.0969313754006513,1.08,1.3331980615480123,1,1.22,108,108 air · 66° dew · RHB,23,532,.421,2,39,10,11.6,90.2,47.1,0.184,44.2
31,656941,Kyle Schwarber,PHI,ATL,True,1,1B,L,projected,preview,Chris Sale,L,0.5,50% hard · 39% break,0.12720590279025534,0.13139200596037592,0.13301653512229372,3,0.69588576,fair,Weather not posted; Projected order,Slider 39%; 101.3 last game; 22.7% pull air; 72.7% ideal AA,1.7624547439023175,0.9403500420435749,1.25,1.0515,1,0.8998080000000002,125,125 air · 71° dew · pull × porch · LHB,40,601,.517,2,46,10,16.9,92.4,49.5,0.254,54.4
32,545361,Mike Trout,LAA,PIT,False,2,CF,R,projected,preview,Jared Jones,R,1.49,46% hard · 41% break,0.1265314804207664,0.13066310513249413,0.132278270136737,3,0.69588576,fair,Weather not posted; Projected order,22.2% vs RHP last 10; 18.2% barrels last 10; 16.0% blast; 15.9% barrels,1.399893082067218,1.0163631527890638,0.86,1.42,1,1.1175311058700208,86,86 air · 75° dew · RHB,20,540,.423,0,45,10,15.9,89.9,45.5,0.237,35.6
33,701350,Roman Anthony,BOS,BAL,False,1,DH,L,projected,preview,Shane Baz,R,0.63,58% hard · 33% break,0.1264415787941511,0.13081784719779643,0.132179886891165,3,0.67252695552,fair,Weather not posted; Projected order,15.4% vs RHP last 10; 13.2% vs hard; 102.6 last game; 6× 100+ last 3,1.0712599289589828,1.0227997686805714,1.19,1.2231149169580595,1,1.22,119,119 air · 72° dew · LHB,3,154,.420,2,44,10,10.9,92.8,50.5,0.162,38.7
34,664040,Brandon Lowe,PIT,LAA,True,2,DH,L,projected,preview,Ryan Johnson,R,1.99,57% hard · 20% break,0.12415373568004134,0.12809329103911027,0.12967846938827354,3,0.69588576,fair,Weather not posted; Projected order,102.2 last game; 5× 100+ last 3; 18.8% pull air; 68.8% ideal AA,1.3765720144333882,1.1851981918667243,0.92,1.0515,1,1.1896558164705884,92,92 air · 75° dew · LHB,29,578,.482,2,42,10,11.9,91,45.8,0.191,46.9
35,606192,Teoscar Hernández,LAD,WSH,True,3,LF,R,projected,preview,Jackson Kent,L,0.47,47% hard · 32% break,0.1239446285883225,0.13106331767445234,0.1294500591248361,3,0.40083019776,thin,Starter sample thin; Weather not posted; Starter outing length thin; Projected order,37.5% vs LHP last 10; 4S-FB 35%; trending +11.4 brl; 110.6 last game,1.075180468766147,1.0273226845522296,1.02,1.42,1,1.22,102,102 air · 60° dew · RHB,12,406,.403,1,44,10,9.7,90.2,45,0.169,34.5
36,665742,Juan Soto,NYM,SF,True,2,DH,L,projected,preview,Matt Wilkinson,L,0.77,60% hard · 15% break,0.12305715585984169,0.1300457481017867,0.1284810659501079,3,0.40083019776,thin,Starter sample thin; Weather not posted; Starter outing length thin; Projected order,15.4% vs break; tank last game; trending +6.7 brl; 28.6% pull air,1.6012018708950775,1.0319501286914454,0.96,0.9953510381055617,1,1.22,96,96 air · 68° dew · LHB,23,377,.542,2,39,10,14.7,92.7,49,0.296,39.8
37,673548,Seiya Suzuki,CHC,MIA,False,2,RF,R,projected,preview,Janson Junk,R,1.05,39% hard · 43% break,0.12302977994221595,0.12687854445764057,0.12845118576337633,3,0.69588576,fair,Weather not posted; Projected order,4S-FB 35%; 100.6 last game; 4× 100+ last 3; 20–30° last 5,1.2440996492922034,1.1157962073876553,0.92,1.1858531434095172,1,1.22,92,92 air · 78° dew · RHB,24,545,.486,2,47,10,10.4,88.4,38.5,0.182,42
38,660670,Ronald Acuña Jr.,ATL,PHI,False,2,RF,R,projected,preview,Cristopher Sánchez,L,0.72,43% hard · 38% off,0.12246303222679836,0.12626601602196452,0.1278327332637954,3,0.69588576,fair,Weather not posted; Projected order,Sinker 43%; 108.6 last game; 69.6% ideal AA; 13.0% barrels last 10,1.2655159230572928,0.944190982401703,1.2,1.0699479308005428,1,1.1945341935483873,120,120 air · 71° dew · RHB,14,383,.416,1,44,10,12.4,90.3,45.2,0.212,37.3
39,668904,Royce Lewis,MIN,CWS,False,7,1B,R,projected,preview,Erick Fedde,R,1.61,51% hard · 37% break,0.12143507332160439,0.12515502070075046,0.1267116721110274,3,0.69588576,fair,Weather not posted; Projected order,Sinker 31%; 101.5 last game; 29.2% pull air; 75% ideal AA,1.1650231260299346,1.1574558245465336,1.17,1.1169161280428612,1,1.024580398099674,117,117 air · 74° dew · RHB,14,430,.403,1,42,10,11.3,89.8,41.1,0.167,47.4
40,668709,JJ Bleday,CIN,MIL,True,4,LF,L,projected,preview,Shane Drohan,L,0.82,61% hard · 34% break,0.12045467045439118,0.12407160858012567,0.12564328856766893,3,0.6983999999999999,fair,Projected order,tank last game; 30.8% pull air; 40.3% sweet; 8.3% solid,1.3099053594273133,0.9717440394333677,1.24,0.9239481082957308,1,1.22,124,124 air · 95°F · 4 mph · 73° dew · LHB,22,467,.437,1,42,10,10.4,88.5,39.8,0.191,46
41,661388,William Contreras,MIL,CIN,False,3,C,R,projected,preview,Rhett Lowder,R,1.29,50% hard · 30% break,0.12005266631428331,0.1236373437762689,0.12520543836650533,3,0.6983999999999999,fair,Projected order,18.2% vs RHP last 10; 103 last game; 20–30° last 5; 66.7% ideal AA,1.003290277074817,1.1006851861437337,1.23,1.218999248545837,1,1.0682041278172274,123,123 air · 95°F · 4 mph · 73° dew · RHB,13,563,.402,1,46,10,7.9,90.1,43.5,0.177,36.4
42,665833,Oneil Cruz,PIT,LAA,True,5,CF,L,projected,preview,Ryan Johnson,R,1.99,57% hard · 20% break,0.11903492646577425,0.12256099489526284,0.12374328931941822,2.6400000000000006,0.69588576,fair,Weather not posted; Projected order,16.7% vs RHP last 10; 100.6 last game; 15% barrels last 10; 78.1 bat,1.511158778805912,1.1511878382247824,0.92,1.42,1,0.937984678522572,92,92 air · 75° dew · LHB,17,343,.483,1,44,10,17.2,95.3,56,0.235,41.2
43,521692,Salvador Perez,KC,TOR,True,4,1B,R,projected,preview,Jameson Taillon,R,2.79,56% hard · 28% break,0.11867922806166008,0.12217656390221687,0.12340968664529242,2.6869565217391305,0.69588576,fair,Weather not posted; Projected order,4S-FB 28%; tank last game; 61.5% ideal AA; Air starter,1.1217736496371575,1.4074168740970188,0.97,1.1038898127203571,1,1.22,97,97 air · 68° dew · RHB,18,548,.375,1,44,10,10.1,88.8,42.2,0.18,39.3
44,691406,Junior Caminero,TB,TEX,False,3,3B,R,projected,preview,Trevor Williams,R,1.47,57% hard · 33% break,0.11800978916051565,0.12381331966625408,0.12298245941676322,3,0.44536688639999994,thin,Starter sample thin; Weather not posted; Projected order,4S-FB 39%; 57.7% ideal AA; 25.0% blast; 79.7 bat,1.525431750985387,1.0760127495379463,1.08,1.1222940080062693,1,0.8911560000000001,108,108 air · 66° dew · RHB,37,610,.527,2,43,10,12.9,93,50.2,0.22,46.4
45,699302,Héctor Rodríguez,CIN,MIL,True,1,RF,L,projected,preview,Shane Drohan,L,0.82,61% hard · 34% break,0.11723637518975258,0.12150658141231963,0.1221417564067322,3,0.596761344,fair,Projected order,12.5% vs LHP last 10; trending +3.4 brl; 102 last game; 62.5% ideal AA,1.1319206176503698,0.9479779510683312,1.24,1.0581057124097177,1,1.22,124,124 air · 95°F · 4 mph · 73° dew · LHB,5,82,.480,5,45,10,9.1,88.6,34.5,0.152,41.8
46,671739,Michael Harris II,ATL,PHI,False,5,CF,L,projected,preview,Cristopher Sánchez,L,0.72,43% hard · 38% off,0.11630850272464328,0.11961433622560336,0.12113380429096743,3,0.69588576,fair,Weather not posted; Projected order,106.9 last game; 5× 100+ last 3; 12% barrels last 10; 21.2% blast,1.286623501216619,0.7882787695649,1.23,1.1496010909308878,1,1.1664299851851854,123,123 air · 71° dew · LHB,24,536,.503,4,41,10,10.8,90.5,48.6,0.193,36.4
47,663616,Trevor Larnach,MIN,CWS,False,6,LF,L,projected,preview,Erick Fedde,R,1.61,51% hard · 37% break,0.11628440720749186,0.11958829432190254,0.12110763862133511,3,0.69588576,fair,Weather not posted; Projected order,Sinker 31%; 107.9 last game; 33.3% pull air; 16.2% blast,0.9711905553821596,1.154678172002999,1.13,1.0833649458418413,1,1.218048,113,113 air · 74° dew · LHB,11,411,.424,,,,7.5,87.8,37.7,0.138,44.2
48,695578,James Wood,WSH,LAD,False,1,RF,L,projected,preview,Blake Snell,L,0,49% hard · 33% break,0.11510391787497953,0.12074568080050774,0.11982631025279356,3,0.42015743999999994,thin,Starter sample thin; Weather not posted; Projected order,101.6 last game; 24.7% blast; 39.2% sweet; 77 bat,1.7901326351320688,0.7198516853192996,1.09,1.2908463004128294,1,0.9373436539859018,109,109 air · 60° dew · LHB,30,539,.533,2,46,10,20.6,95.2,58.1,0.307,32.6
49,572233,Christian Walker,HOU,AZ,True,6,1B,R,projected,preview,Merrill Kelly,R,1.65,50% hard · 22% break,0.11482717878873627,0.11801335397458179,0.11952609663594371,3,0.69588576,fair,Weather not posted; Projected order,16.1% blast; Air starter; 15.4% K; Platoon,1.1715627505972837,1.1700226946069925,1.01,1.2306512518859576,1,0.9597871082199881,101,101 air · 76° dew · RHB,24,556,.426,1,39,10,8.9,89.2,41,0.157,41.5
50,678246,Miguel Vargas,CWS,MIN,True,3,3B,R,projected,preview,Zebby Matthews,R,1.53,53% hard · 34% break,0.11477355482029904,0.11795539837174818,0.11946793122501731,3,0.69588576,fair,Weather not posted; Projected order,4S-FB 36%; 30.4% pull air; 65.2% ideal AA; 17.5% blast,1.4612713201202672,1.1881664840947614,1.19,0.9228188483050586,1,0.85696,119,119 air · 74° dew · pull × porch · RHB,29,609,.484,0,45,10,13.7,90.6,45.6,0.244,46.2
51,624413,Pete Alonso,BAL,BOS,True,4,1B,R,projected,preview,Ranger Suarez,L,0.58,65% hard · 21% break,0.11459898191124698,0.11776672382047226,0.11906985230033477,2.759999999999998,0.69588576,fair,Weather not posted; Projected order,12.5% vs LHP last 10; 4S-FB 23%; 107.5 last game; 27.3% pull air,1.5674006944405119,0.9617906462257299,1.07,1.294358966884233,1,0.8902400000000001,107,107 air · 72° dew · RHB,33,611,.502,3,44,10,14.2,94.3,57.3,0.262,35
52,805811,Bryce Eldridge,SF,NYM,False,3,1B,L,projected,preview,Nolan McLean,R,0.87,64% hard · 30% break,0.11381190285926196,0.1169160661339026,0.11842523499028601,3,0.69588576,fair,Weather not posted; Projected order,13.3% vs RHP last 10; Sinker 33%; 100.3 last game; 4× 100+ last 3,1.2767072559862591,0.9376691519271734,0.96,1.2589211661805313,1,1.11264,96,96 air · 68° dew · LHB,15,394,.446,1,47,10,11.7,92.5,52.5,0.21,37.9
53,650490,Yandy Díaz,TB,TEX,False,1,DH,R,projected,preview,Trevor Williams,R,1.47,57% hard · 33% break,0.11279506893273192,0.11788861910584847,0.11732352643909727,3,0.44536688639999994,thin,Starter sample thin; Weather not posted; Projected order,4S-FB 39%; trending +8.7 brl; 16% barrels last 10; xSLG 0.450,1.0511509012702505,1.083547400005239,1.08,1.1009427894472177,1,1.20536,108,108 air · 66° dew · RHB,21,600,.468,2,45,10,7.3,91,47.9,0.164,22.7
54,695491,Joshua Báez,STL,COL,False,4,LF,R,projected,preview,Ryan Feltner,R,1.68,42% hard · 40% break,0.11276310912258644,0.11801995252955144,0.1172889126073744,3,0.42614035200000006,thin,Short season sample; Weather not posted; Projected order,4S-FB 28%; 28.6% pull air; 92.9% ideal AA; 77.8 bat,1.641303691690499,1.2780897236073272,1.11,0.8195928643300352,1,0.85696,111,111 air · 44° dew · RHB,6,69,.565,,,,15.4,92.5,48.7,0.266,43.6
55,701538,Jackson Merrill,SD,NYY,True,3,CF,L,projected,preview,Max Fried,L,0.3,63% hard · 25% break,0.11236844963735604,0.11535601371563375,0.11686154811628502,3,0.69588576,fair,Weather not posted; Projected order,33.3% vs LHP last 10; 4S-FB 19%; trending +5.0 brl; 107 last game,1.2617364060604463,0.8807760960327244,0.84,1.381916173739597,1,1.22,84,84 air · 64° dew · LHB,22,576,.418,2,45,10,11.7,90.9,47.1,0.212,37.5
56,650402,Gleyber Torres,DET,CLE,False,1,DH,R,official,preview,Logan Allen,L,1.88,70% hard · 19% break,0.1116106772522541,0.11534271159409482,0.11604133493836732,3,0.5922432000000001,fair,Starter sample thin; Starter outing length thin,33.3% vs LHP last 10; trending +4.3 brl; 101.3 last game; 4× 100+ last 3,0.8506470445213329,1.1441874441127258,0.96,1.380362451891486,1,1.22,96,96 air · 79°F · cross RF 6 · 72° dew · RHB,8,354,.382,0,37,10,6.8,86.5,33.3,0.123,25.3
57,686948,Drake Baldwin,ATL,PHI,False,1,DH,L,projected,preview,Cristopher Sánchez,L,0.72,43% hard · 38% off,0.11110461957993277,0.11399009405336669,0.11549383759623699,3,0.69588576,fair,Weather not posted; Projected order,69.2% ideal AA; 19.2% blast; 75.4 bat; 12.9% barrels,1.3478240528114422,0.8363519780666798,1.23,1.0723474092949885,1,1.037523191860465,123,123 air · 71° dew · LHB,22,518,.452,1,44,10,12.9,91.9,51.7,0.219,30.9
