rank,playerId,name,team,opponent,isHome,battingOrder,position,bats,lineupSource,gameStatus,pitcher,pitcherThrows,pitcherHr9,pitcherMixLabel,pHr,pHrRaw,xHr,expectedPa,confidence,confidenceBand,confidenceNotes,reasons,factor_batter,factor_pitcher,factor_park,factor_platoon,factor_weather,factor_form,parkHrFactor,parkAirLabel,season_hr,season_pa,season_slg,recent_hr,recent_pa,recent_games,barrelPct,evAvg,hardHitPct,xIso,pullPct
11,699013,Esmerlyn Valdez,PIT,STL,False,4,RF,R,projected,preview,Quinn Mathews,L,0.64,47% hard · 36% break,0.13979811459339697,0.1493425988147531,0.14687115323418276,3,0.378141696,thin,Starter sample thin; Weather not posted; Starter outing length thin; Projected order,4S-FB 43%; 25% pull air; 87.5% ideal AA; 25% barrels last 10,1.7234101379364257,0.9987755048090289,0.87,1.38,1,1.175251554030875,87,87 air · 64° dew · RHB,15,251,.536,1,42,10,21.2,91.9,48.3,0.248,37.3
12,665487,Fernando Tatis Jr.,SD,TB,False,1,RF,R,projected,preview,Shane McClanahan,L,0.67,38% hard · 33% break,0.1386803636610193,0.14366277717127662,0.14563589781593744,3,0.69588576,fair,Weather not posted; Projected order,42.9% vs LHP last 10; Changeup 29%; 3 tanks last 10; 103.6 last game,1.2207461967394644,1.0751092160892977,1,1.42,1,1.22,100,100 air · roof closed · RHB,17,582,.446,4,45,10,12.5,92.9,54.2,0.19,34.7
13,665019,Kody Clemens,MIN,CWS,True,5,2B,L,projected,preview,Luis Castillo,R,1.6,61% hard · 25% break,0.13749126092782993,0.14237762115352026,0.1443229623017488,3,0.69588576,fair,Weather not posted; Projected order,14.3% vs RHP last 10; 4S-FB 43%; 31.8% pull air; 90.9% ideal AA,1.3349844737798957,1.1650774050331507,0.88,1.379278702501616,1,1.1861180076628353,88,88 air · 57° dew · LHB,21,472,.460,1,39,10,11.6,92.3,45.9,0.196,46.5
14,660271,Shohei Ohtani,LAD,DET,False,1,DH,L,projected,preview,Drew Anderson,R,1.44,41% hard · 30% off,0.13379878308551563,0.1383868725099996,0.14025362671418584,3,0.69588576,fair,Weather not posted; Projected order,14.3% vs RHP last 10; Changeup 30%; 61.9% ideal AA; 21.2% blast,1.6171876857997223,1.1453002733711424,0.97,1.399316079139509,1,0.8487200000000001,97,97 air · 56° dew · LHB,30,568,.542,3,47,10,16.3,93.5,52,0.278,47.7
15,624413,Pete Alonso,BAL,ATH,False,2,DH,R,projected,preview,,,,,0.13348498767733022,0.14154278949996302,0.1399083386056459,3,0.4175314559999999,thin,No established starter; Weather not posted; Projected order,106.7 last game; 5× 100+ last 3; 69.2% ideal AA; 15.4% barrels last 10,1.575885345973187,1,1.17,1,1,1.2023871918439721,117,117 air · 56° dew · RHB,32,580,.512,5,42,10,14.1,94.2,56.8,0.266,34.5
16,673357,Luis Robert Jr.,NYM,HOU,True,4,LF,R,projected,preview,Hunter Brown,R,1.21,63% hard · 28% break,0.1333775963463274,0.1379316631682339,0.1397901885609274,3,0.69588576,fair,Weather not posted; Projected order,36.4% vs RHP last 10; 4S-FB 33%; 104.2 last game; 55% ideal AA,1.187873300016041,1.0740266685838387,0.96,1.42,1,1.22,96,96 air · 69° dew · RHB,10,209,.418,4,38,10,8.8,89.7,40.1,0.182,46.7
17,663728,Cal Raleigh,SEA,TOR,False,4,DH,S,projected,preview,Dylan Cease,R,0.56,45% hard · 43% break,0.13225624700946548,0.13671973352746192,0.1385570824943967,3,0.69588576,fair,Weather not posted; Projected order,50% vs RHP last 10; 4S-FB 37%; tank last game; 4× 100+ last 3,1.316445148637603,0.9352515367824537,0.98,1.42,1,1.22,98,98 air · switch,18,416,.342,6,36,10,13.7,89.5,37.2,0.2,54.4
18,682829,Elly De La Cruz,CIN,CHC,False,2,SS,S,projected,preview,David Peterson,L,0.91,54% hard · 33% break,0.13171666317907216,0.13613656321983503,0.13796410082769295,3,0.69588576,fair,Weather not posted; Projected order,Slider 23%; 112.1 last game; 4× 100+ last 3; 62.1% ideal AA,1.3632445529246207,1.0302092684218123,1.02,1.2703258113794118,1,1.140365750127313,102,102 air · 61° dew · switch,21,516,.475,1,47,10,13.7,93.9,51.2,0.2,34.1
19,691718,Pete Crow-Armstrong,CHC,CIN,True,1,CF,L,projected,preview,Rhett Lowder,R,1.26,50% hard · 30% break,0.13006576858291352,0.13435231273775594,0.13615135606553552,3,0.69588576,fair,Weather not posted; Projected order,Slider 27%; 40% pull air; 68% ideal AA; 38.4% sweet,1.4732740684047019,1.1684884210691953,1.02,1.348597782782556,1,0.85696,102,102 air · 61° dew · LHB,33,597,.550,6,47,10,12.3,90,48.5,0.22,50.1
20,813841,Jonah Cox,SF,AZ,True,4,CF,R,projected,preview,Kohl Drake,L,1.62,57% hard · 26% break,0.12976741447816623,0.13878854154352016,0.1355841133767801,2.7857142857142847,0.3,thin,Short season sample; Starter sample thin; Weather not posted; Starter outing length thin; Projected order,25% vs LHP last 10; 16.3% vs hard; 20–30° last 3; 63.6% ideal AA,1.35060584559942,1.388505539029623,0.78,1.42,1,1.1598146318840579,78,78 air · 57° dew · RHB,3,59,.537,,,,13.8,91.7,44.8,0.2,13.8
21,695734,Daylen Lile,WSH,MIA,True,4,LF,L,projected,preview,Eury Pérez,R,0.92,55% hard · 36% break,0.1296346336528205,0.13388635161058915,0.13567833131443818,3,0.69588576,fair,Weather not posted; Projected order,13.8% vs RHP last 10; 4S-FB 39%; 3 tanks last 10; 30% pull air,1.0923949742739798,1.0293956809137037,1.06,1.387292850479793,1,1.22,106,106 air · 71° dew · LHB,18,556,.424,3,44,10,8.8,88.5,37.1,0.175,41.8
22,545361,Mike Trout,LAA,PHI,True,2,DH,R,projected,preview,Andrew Painter,R,1.66,42% hard · 42% break,0.1284715493792261,0.13262931577033132,0.13440301837886637,3,0.69588576,fair,Weather not posted; Projected order,20% vs RHP last 10; 20–30° last 5; 17.4% barrels last 10; 16.1% barrels,1.4279922645565044,1.0886764818147021,0.85,1.42,1,1.0581039399026355,85,85 air · 67° dew · RHB,20,513,.434,0,43,10,16.1,89.9,45.6,0.245,36.2
23,668709,JJ Bleday,CIN,CHC,False,4,LF,L,projected,preview,David Peterson,L,0.91,54% hard · 33% break,0.12705141381737603,0.13109446456496388,0.1328473882403175,3,0.69588576,fair,Weather not posted; Projected order,Sinker 30%; 18.2% pull air; 77.3% ideal AA; 13.6% barrels last 10,1.3036885161394465,1.001418461910873,1.02,1.1982777951962527,1,1.22,102,102 air · 61° dew · LHB,21,442,.436,1,43,10,10.1,88.8,40.5,0.192,45
24,680777,Ryan Jeffers,MIN,CWS,True,4,C,R,projected,preview,Luis Castillo,R,1.6,61% hard · 25% break,0.12674614929946174,0.13076454140420146,0.13251321890069812,3,0.69588576,fair,Weather not posted; Projected order,28.6% vs RHP last 10; 104.7 last game; 55% ideal AA; 20% barrels last 10,1.1918127777858354,1.09032573108922,0.88,1.42,1,1.19377,88,88 air · 57° dew · RHB,10,282,.473,0,38,10,11.3,88.9,40,0.185,36.9
25,808959,Munetaka Murakami,CWS,MIN,False,2,1B,L,projected,preview,Dean Kremer,R,2.15,58% hard · 15% break,0.1262189899706377,0.13049170402554267,0.131936327338663,3,0.6673544438399999,fair,Weather not posted; Projected order,4S-FB 25%; 24.0% blast; 19.7% barrels; 94 EV,1.8199185521184131,1.2651582193862376,0.88,1.1916603019364256,1,0.8,88,88 air · 57° dew · LHB,29,429,.503,1,46,10,19.7,94,58.2,0.277,43.3
26,665161,Jeremy Peña,HOU,NYM,False,1,SS,R,projected,preview,Christian Scott,R,1.01,68% hard · 29% break,0.12461469231312572,0.1284609096858289,0.1301821064550872,3,0.69588576,fair,Weather not posted; Projected order,25% vs RHP last 10; 4S-FB 48%; tank last game; 4× 100+ last 3,1.0848045959962298,1.0426441915113853,0.96,1.42,1,1.22,96,96 air · 69° dew · RHB,16,363,.477,3,41,10,6.3,88.5,40,0.145,47.5
27,650489,Willi Castro,COL,ATL,False,3,3B,S,projected,preview,Grant Holmes,R,1.38,49% hard · 44% break,0.12358601610608594,0.1273491391205943,0.12905842687500757,3,0.69588576,fair,Weather not posted; Projected order,4S-FB 29%; 28.6% pull air; 57.1% ideal AA; 18.9% K,1.0657665840060209,1.1858819585011908,1.09,1.1540202028391269,1,1.165967091222031,109,109 air · 70° dew · switch,15,460,.425,2,40,10,8.3,87.7,40.5,0.159,44.3
28,671739,Michael Harris II,ATL,COL,True,5,CF,L,projected,preview,Tomoyuki Sugano,R,1.92,51% hard · 27% break,0.12228442384359013,0.1259424068996322,0.12710209991875115,2.5103448275862057,0.69588576,fair,Weather not posted; Projected order,17.6% vs RHP last 10; 4S-FB 20%; 20.9% blast; 75 bat,1.2422461426925713,1.3305356472832164,1.1,1.42,1,0.9327131782945737,110,110 air · 70° dew · LHB,21,512,.487,1,41,10,10.8,90.4,48.2,0.189,37.2
29,592626,Joc Pederson,TEX,MIL,False,1,1B,L,projected,preview,Logan Henderson,R,1.3,64% hard · 3% break,0.12179769805598788,0.12552146393792618,0.1271070398933256,3,0.68475158784,fair,Weather not posted; Projected order,101.8 last game; 71.4% ideal AA; 18.2% blast; 8.3% solid,1.419495448627449,1.0068714067643931,1.16,1.2277153270977943,1,0.8887229729729731,116,116 air · 59° dew · LHB,23,396,.482,,,,11.1,92.2,50.6,0.201,42.3
30,695600,Carter Jensen,KC,CLE,False,1,C,L,projected,preview,Tanner Bibee,R,1.5,69% hard · 16% break,0.12078423536583952,0.12432103626769464,0.12600233978189135,3,0.69588576,fair,Weather not posted; Projected order,Cutter 24%; tank last game; 20–30° last 5; 16.7% barrels last 10,1.1771086013167436,1.1501447982011839,0.95,1.1343198729871473,1,1.22,95,95 air · 55° dew · LHB,18,497,.410,2,43,10,10.4,90.9,43.6,0.164,39.3
31,677594,Julio Rodríguez,SEA,TOR,False,3,CF,R,projected,preview,Dylan Cease,R,0.56,45% hard · 43% break,0.11826260909940214,0.12159571819349224,0.12325738193486246,3,0.69588576,fair,Weather not posted; Projected order,21.4% vs RHP last 10; 4S-FB 37%; 101.6 last game; 16.7% barrels last 10,1.1769301441549904,0.9032515773402374,0.98,1.42,1,1.159,98,98 air · RHB,20,534,.408,1,45,10,9.5,89.9,43,0.189,39.5
32,691406,Junior Caminero,TB,SD,True,3,3B,R,projected,preview,Casey Mize,R,0.86,45% hard · 32% break,0.1179146901478217,0.12121969506123031,0.12287906004743254,3,0.69588576,fair,Weather not posted; Projected order,Slider 27%; 110.4 last game; 5× 100+ last 3; 64.5% ideal AA,1.5220142381300783,1.0256998022819446,1,1.2339537694637257,1,0.8854271400000001,100,100 air · roof closed · RHB,35,579,.531,0,41,10,12.9,93.1,50.5,0.221,46.9
33,521692,Salvador Perez,KC,CLE,False,5,DH,R,projected,preview,Tanner Bibee,R,1.5,69% hard · 16% break,0.11781773972614581,0.1211149131829593,0.12277365532582463,3,0.69588576,fair,Weather not posted; Projected order,Sinker 22%; 100.9 last game; 14.3% barrels last 10; Platoon,1.1081199667196104,1.1761653334348565,0.95,1.1275072022797117,1,1.22,95,95 air · 55° dew · RHB,17,522,.370,1,42,10,9.9,88.7,41.9,0.179,39.8
34,695720,Tommy White,ATH,BAL,True,5,1B,R,projected,preview,Brandon Young,R,1.17,54% hard · 27% break,0.11756390264812566,0.1212416717397995,0.1224977196442043,3,0.64928293632,fair,Weather not posted; Projected order,18.2% vs RHP last 10; 4S-FB 40%; 105.4 last game; 89.7% ideal AA,0.8748030562052949,1.0486868138044114,1.17,1.3315599927845914,1,1.19377,117,117 air · 56° dew · RHB,2,139,.343,2,42,10,8.8,85.7,32.7,0.134,27.4
35,608324,Alex Bregman,CHC,CIN,True,3,DH,R,projected,preview,Rhett Lowder,R,1.26,50% hard · 30% break,0.11699685394265183,0.12022771792631537,0.1218814957729979,3,0.69588576,fair,Weather not posted; Projected order,15% vs RHP last 10; Slider 27%; 28.6% pull air; 89.3% ideal AA,0.9286597223921826,1.1358542473221294,1.02,1.28156257673735,1,1.22,102,102 air · 61° dew · RHB,19,599,.412,3,46,10,5.1,88.1,37.4,0.127,46.9
36,545341,Randal Grichuk,CWS,MIN,False,3,DH,R,projected,preview,Dean Kremer,R,2.15,58% hard · 15% break,0.11606782308779898,0.11977541000202752,0.12087246815040953,3,0.6295796639999999,fair,Weather not posted; Projected order,4S-FB 25%; 108.2 last game; 37.5% pull air; 25% barrels last 10,1.365520721371956,1.2007579087099942,0.88,0.9495677510380416,1,1.22,88,88 air · 57° dew · RHB,11,207,.556,,,,12.6,90.9,47.4,0.202,46.1
37,678246,Miguel Vargas,CWS,MIN,False,1,3B,R,projected,preview,Dean Kremer,R,2.15,58% hard · 15% break,0.11582716699461354,0.1191977640391485,0.12061120500114364,3,0.6673544438399999,fair,Weather not posted; Projected order,4S-FB 25%; 103 last game; 30.4% pull air; 65.2% ideal AA,1.5117776014213913,1.2440559085142677,0.88,1.0325962732754943,1,0.9701657737185461,88,88 air · 57° dew · RHB,29,578,.497,1,45,10,14.5,90.7,45.9,0.254,45.5
38,686469,Vinnie Pasquantino,KC,CLE,False,4,1B,L,projected,preview,Tanner Bibee,R,1.5,69% hard · 16% break,0.11393397760039237,0.11691742870316257,0.11855755590054484,3,0.69588576,fair,Weather not posted; Projected order,15% vs RHP last 10; 24.2% pull air; 75.8% ideal AA; 15.2% barrels last 10,0.9701861849125792,1.1222323442964377,0.95,1.2718866363748327,1,1.22,95,95 air · 55° dew · LHB,9,380,.384,3,44,10,7.7,89.5,41.2,0.162,44.2
39,670541,Yordan Alvarez,HOU,NYM,False,2,DH,L,projected,preview,Christian Scott,R,1.01,68% hard · 29% break,0.11387882528722859,0.1168578212990441,0.11849777295175745,3,0.69588576,fair,Weather not posted; Projected order,4S-FB 48%; 4× 100+ last 3; 55% ideal AA; 22.4% blast,1.8259175773557241,1.0485250506656276,0.96,1.0515,1,0.8297680000000002,96,96 air · 69° dew · LHB,36,580,.609,0,41,10,17,94.5,53.4,0.337,41.5
40,646240,Rafael Devers,SF,AZ,True,2,1B,L,projected,preview,Kohl Drake,L,1.62,57% hard · 26% break,0.11333803951834466,0.1186649235041688,0.11791171371128095,3,0.40083019776,thin,Starter sample thin; Weather not posted; Starter outing length thin; Projected order,4S-FB 44%; 105.5 last game; 4× 100+ last 3; 60.7% ideal AA,1.3945394072101016,1.370655539029623,0.78,0.904686052517095,1,1.22,78,78 air · 57° dew · LHB,29,568,.486,4,43,10,11,92.7,50.4,0.218,32.8
41,686797,Brooks Lee,MIN,CWS,True,2,3B,S,projected,preview,Luis Castillo,R,1.6,61% hard · 25% break,0.11285418586190842,0.1157504135984927,0.11738755477504448,3,0.69588576,fair,Weather not posted; Projected order,4S-FB 43%; tank last game; 74.1% ideal AA; Air starter,0.9550363306240661,1.1744210652840987,0.88,1.3105592161514235,1,1.22,88,88 air · 57° dew · switch,21,512,.437,4,38,10,4.1,87.9,32.8,0.115,43
42,641355,Cody Bellinger,NYY,BOS,True,4,LF,L,projected,preview,Patrick Sandoval,L,1.13,41% hard · 35% break,0.11224373217368876,0.1155922027501759,0.11672652179244669,3,0.62908072704,fair,Weather not posted; Projected order,16.7% vs LHP last 10; 4S-FB 20%; 101.8 last game; 21.4% pull air,0.9490297010689164,1.00083612886197,1.22,1.1137346243768809,1,1.22,122,122 air · 67° dew · LHB,12,452,.421,1,42,10,6.5,89.1,37.5,0.146,42.3
43,606192,Teoscar Hernández,LAD,DET,False,5,LF,R,projected,preview,Drew Anderson,R,1.44,41% hard · 30% off,0.1122333348334768,0.11507941149493262,0.11671526560298351,3,0.69588576,fair,Weather not posted; Projected order,16.7% vs RHP last 10; 4S-FB 40%; 25% pull air; 68.8% ideal AA,1.0315172307209373,1.0664224360983945,0.97,1.2004962608810672,1,1.22,97,97 air · 56° dew · RHB,11,378,.388,0,40,10,8.8,89.4,42.9,0.161,34.2
44,547180,Bryce Harper,PHI,LAA,False,3,RF,L,projected,preview,Reid Detmers,L,1.03,47% hard · 43% break,0.1115343944160005,0.11432401210133813,0.11595879220456728,3,0.69588576,fair,Weather not posted; Projected order,14.3% vs LHP last 10; 4S-FB 45%; 106.4 last game; 4× 100+ last 3,1.3472192007368822,1.0920392054268802,0.85,1.0130616185543657,1,1.22,85,85 air · 67° dew · LHB,27,571,.507,2,43,10,11.5,90.4,45,0.232,38.3
45,680574,Matt McLain,CIN,CHC,False,7,2B,R,projected,preview,David Peterson,L,0.91,54% hard · 33% break,0.1114725781488475,0.11425720244266901,0.11589190665637794,3,0.69588576,fair,Weather not posted; Projected order,14.3% vs LHP last 10; 68% ideal AA; 12% barrels last 10; 38.2% sweet,1.1107999031786553,0.958542461611329,1.02,1.2400439739760882,1,1.1465158371040725,102,102 air · 61° dew · RHB,13,410,.350,2,40,10,10.2,88.1,36.9,0.163,36.5
46,687952,Christian Encarnacion-Strand,BAL,ATH,False,5,3B,R,projected,preview,,,,,0.11029066095215656,0.1154148987693766,0.11445539332709942,2.8000000000000007,0.37004478566399995,thin,No established starter; Weather not posted; Projected order,104.8 last game; 6× 100+ last 3; 36.8% pull air; 63.2% ideal AA,1.6149636867213308,1,1.17,1,1,0.9268022400000002,117,117 air · 56° dew · RHB,7,118,.527,2,40,10,17.3,92.9,44.4,0.296,44.4
47,665833,Oneil Cruz,PIT,STL,False,5,CF,L,projected,preview,Quinn Mathews,L,0.64,47% hard · 36% break,0.11019142950430257,0.11505704406790118,0.11418147845841826,2.6153846153846168,0.40083019776,thin,Starter sample thin; Weather not posted; Starter outing length thin; Projected order,4S-FB 43%; 100.8 last game; 35.7% barrels last 10; 78.3 bat,1.5919817343155782,1.0505628998449494,0.87,1.1312604178351298,1,1.17852,87,87 air · 64° dew · LHB,17,314,.486,,,,18.3,95.8,57.8,0.248,41.6
48,608369,Corey Seager,TEX,MIL,False,2,DH,L,projected,preview,Logan Henderson,R,1.3,64% hard · 3% break,0.11000058335442958,0.11274372533966515,0.11430011565873832,3,0.68475158784,fair,Weather not posted; Projected order,4S-FB 46%; 18.5% pull air; 59.3% ideal AA; 18.7% blast,1.3832025734583875,1.094689126925571,1.16,1.0030919821312856,1,0.85696,116,116 air · 59° dew · LHB,13,314,.412,1,44,10,14.3,91.6,48,0.22,42.9
49,605137,Josh Bell,MIN,CWS,True,3,DH,S,projected,preview,Luis Castillo,R,1.6,61% hard · 25% break,0.10818181013758711,0.11070061292801192,0.1123357463786484,3,0.69588576,fair,Weather not posted; Projected order,106.5 last game; 18.2% pull air; 81.8% ideal AA; Air starter,1.1203503824046026,1.1474931280258371,0.88,1.1814157674771089,1,1.095502394557823,88,88 air · 57° dew · switch,17,521,.423,1,42,10,9.8,89.7,41.6,0.188,41.3
50,694212,Samuel Basallo,BAL,ATH,False,4,C,L,projected,preview,,,,,0.10770265614177828,0.11208250871485725,0.11181867979995985,3,0.4175314559999999,thin,No established starter; Weather not posted; Projected order,68.8% ideal AA; 12.5% barrels last 10; 18.6% blast; 12.9% barrels,1.3711267482579235,1,1.17,1,1,0.9319290956072351,117,117 air · 56° dew · LHB,17,340,.434,,,,12.9,90.7,44.5,0.212,42.7
51,691023,Jordan Walker,STL,PIT,True,3,RF,R,projected,preview,Jared Jones,R,1.46,47% hard · 41% break,0.10750275326282235,0.10996670322900548,0.11093723280662907,2.276190476190475,0.69588576,fair,Weather not posted; Projected order,20% vs RHP last 10; 4S-FB 47%; 102 last game; 20% barrels last 10,1.41122604318421,1.153750728508954,0.87,1.42,1,1.11264,87,87 air · 64° dew · RHB,27,560,.502,3,44,10,13.5,92.4,48,0.211,38.5
52,672960,Kazuma Okamoto,TOR,SEA,True,5,3B,R,projected,preview,,,,,0.10709455427810426,0.11138765876984436,0.11101390195710092,2.8000000000000007,0.4175314559999999,thin,No established starter; Weather not posted; Projected order,3 tanks last 10; 100.2 last game; 20–30° last 5; 40.7% pull air,1.3799908159495822,1,0.98,1,1,1.22,98,98 air · RHB,26,531,.435,2,42,10,12.8,90.4,43,0.21,50.8
53,683737,Michael Busch,CHC,CIN,True,4,1B,L,projected,preview,Rhett Lowder,R,1.26,50% hard · 30% break,0.10588268245341637,0.10821576641607333,0.10985638761747585,3,0.69588576,fair,Weather not posted; Projected order,Sinker 29%; 35.7% pull air; 71.4% ideal AA; 21.4% barrels last 10,1.0546675083806814,1.0881453129207588,1.02,0.9869681556344363,1,1.22,102,102 air · 61° dew · LHB,16,592,.394,2,44,10,9.2,88.3,39.9,0.168,38.6
54,682987,Spencer Jones,NYY,BOS,True,6,RF,L,projected,preview,Patrick Sandoval,L,1.13,41% hard · 35% break,0.1056301513123791,0.1083502724050438,0.10857741507867047,2,0.62908072704,fair,Weather not posted; Projected order,Changeup 25%; 35% pull air; 55% ideal AA; 20% barrels last 10,1.3886476286435387,1.0793789946529004,1.22,1.1991168666147995,1,1.22,122,122 air · 67° dew · LHB,7,189,.418,2,38,10,15.7,94.9,57.4,0.221,32.4
55,679822,Justin Foscue,TEX,MIL,False,7,2B,R,projected,preview,Logan Henderson,R,1.3,64% hard · 3% break,0.10538959189742467,0.10774944961997235,0.10832306341428866,2,0.68475158784,fair,Weather not posted; Projected order,25% vs RHP last 10; Changeup 33%; 4× 100+ last 3; 31.6% pull air,1.2760049278436765,1.0336630941457035,1.16,1.42,1,1.22,116,116 air · 59° dew · RHB,9,193,.477,,,,10.9,89.2,41.4,0.201,46.1
56,701398,Sal Stewart,CIN,CHC,False,3,1B,R,projected,preview,David Peterson,L,0.91,54% hard · 33% break,0.10465398746709118,0.10688781996402241,0.10853311623913764,3,0.69588576,fair,Weather not posted; Projected order,66.7% ideal AA; 13.1% barrels; xSLG 0.474; Platoon,1.369971698099457,0.9452660858306461,1.02,1.2737045671713236,1,0.8206226578764746,102,102 air · 61° dew · RHB,28,581,.472,2,45,10,13.1,90.1,38.6,0.218,32.7
57,677800,Wilyer Abreu,BOS,NYY,False,3,RF,L,projected,preview,Cam Schlittler,R,0.8,90% hard · 10% break,0.10427209219698205,0.10647507597577421,0.1081220719612308,3,0.69588576,fair,Weather not posted; Projected order,18.2% pull air; 59.1% ideal AA; 16.0% blast; 12.7% barrels,1.309671065661034,0.9386755735661637,1.22,1.0672462732754944,1,0.85696,122,122 air · 67° dew · LHB,22,568,.458,0,47,10,12.7,89.9,44.3,0.224,36.9
